"","PRJNA291292:ampicillin:PA14","PRJNA291292:silver_nitrate:PA14","PRJNA291292:aztreonam:PA14","PRJNA291292:bleach:PA14","PRJNA291292:benzalkonium_chloride:PA14","PRJNA291292:carbenicillin:PA14","PRJNA291292:cefoperazone:PA14","PRJNA291292:ciprofloxacin:PA14","PRJNA291292:gentamicin:PA14","PRJNA291292:neomycin:PA14","PRJNA291292:polymyxin_B:PA14","PRJNA291292:povidone-iodine:PA14","PRJNA291292:tobramycin:PA14","PRJNA291292:water:PA14","PRJNA291292:H2O2:PA14"
"PA14_21830",-3.1488,0.5626,0.6075,-3.281,-3.0999,-5.6214,3.2418,-0.9896,4.0441,2.0093,3.369,1.0407,-2.4419,0,0.6899
"PA14_21840",3.3445,2.49,8.6991,3.4391,-2.7126,0.5385,10.8278,-1.3917,0.7652,1.7942,2.4727,2.0248,5.8025,0,-1.8835
"PA14_21850",-1.7996,1.1286,0.2089,-1.6463,-0.282,0.0445,0.9137,-0.9904,0.8296,2.3529,-0.7864,-2.1244,-0.1568,0,0.3654
"PA14_21860",-0.8525,1.1332,0.136,-0.6444,1.4163,-1.3311,-0.1321,-1.4579,-0.0296,0.3527,2.5732,1.108,-0.3638,0,-0.2429
"PA14_21870",-0.0987,-0.7014,-0.0949,0.8295,-0.1758,-1.4916,-0.6244,-0.4206,0.312,0.9122,-0.6731,0.07,0.3912,0,0.1112
"PA14_21880",0.1756,-0.2086,-0.3897,1.0573,-0.1444,-0.5457,-0.9302,-0.5022,1.1542,0.9518,-0.1084,0.4013,0.3982,0,-0.0115
"PA14_21890",1.3801,1.2426,1.658,0.1875,-0.32,0.2347,1.0298,0.1524,0.8513,2.5475,1.2277,1.811,0.2585,0,1.011
"PA14_21900",0.3523,1.4794,0.2802,1.6212,-0.1599,0.6182,0.9004,-0.1364,1.5778,-0.3331,0.8218,1.6392,-0.1023,0,-0.2173
"PA14_21910",-0.6201,0.7698,-0.9096,-0.2729,-0.255,-1.08,0.6766,0.0537,0.721,-1.1059,-0.0619,-0.1798,-0.1892,0,0.1618
"PA14_21920",-6.981,-5.383,-2.4455,-3.2477,-1.9634,-5.343,-3.5267,-3.2036,-2.2365,-2.4532,-2.7586,0.5456,-0.6121,0,-0.9729
"PA14_21930",-4.676,4.0864,-1.0095,-4.676,-4.676,-2.0576,2.8632,-0.695,-2.5533,2.0545,-1.4308,4.3076,1.9227,0,0.5844
"PA14_21940",1.4133,16.9232,-12.6492,-24.6037,-4.4571,-1.3456,19.8822,-24.6037,10.9444,-7.2025,13.5373,-5.5383,4.9078,0,-24.6037
"PA14_21980",-0.1513,1.2442,-0.054,0.0596,0.3963,-0.2314,1.3973,-0.6745,1.1684,1.1842,1.3532,0.6974,1.1118,0,0.9538
"PA14_21990",-1.959,-1.3582,-1.0749,-1.3116,-1.3197,-1.5297,0.2319,1.099,0.0704,-0.2337,-1.196,-1.5127,0.3845,0,-1.2868
"PA14_22000",-1.3311,-1.3353,-0.7283,-2.9717,-0.4483,-0.7694,-0.2485,0.7232,-0.4516,1.8336,0.1061,-2.3879,0.5013,0,-2.2934
"PA14_22010",0.8978,-3.8869,-1.9463,0.5393,-0.5258,-1.6948,-5.0898,-1.7549,-0.3505,-2.593,-3.5714,0.2489,-3.7343,0,0.5375
"PA14_22020",0.9144,-2.3858,-0.1836,1.632,0.2818,0.1085,-2.5952,-1.3289,0.6063,-1.2598,-1.4981,1.1095,-1.545,0,0.868
"PA14_22040",-1.5473,-1.4432,-1.8259,0.538,-0.3693,-1.7269,-1.9638,-2.5666,0.2586,-0.6996,-2.388,0.7247,0.1517,0,1.643
"PA14_22050",-1.5383,0.0796,1.6469,-0.7468,-0.3718,0.3709,1.4059,0.683,1.0791,1.4581,-0.4596,-0.0869,1.0229,0,-0.4713
"PA14_22060",-0.4072,2.23,0.4202,-0.4328,0.7936,-0.5146,1.1536,-0.3546,0.8049,2.2381,1.5116,0.2262,1.4265,0,1.3615
"PA14_22075",-0.1844,1.2737,0.0603,-0.7827,0.1544,-0.4547,0.3315,-0.1133,-0.3322,1.5165,0.5878,-0.4266,0.3442,0,1.5728
"PA14_22080",1.9785,0.2246,-0.894,3.0965,-4.1216,3.8456,1.0713,-1.9049,4.9734,-2.7944,4.409,2.2487,-0.5628,0,-1.4385
"PA14_22090",1.4385,-0.4162,-0.0782,0.507,0.5583,1.3192,0.2718,-0.7827,1.1098,0.5052,-0.0439,0.5868,0.2924,0,0.8388
"PA14_22100",0.297,0.2743,0.5196,0.8046,0.159,-0.2552,0.4043,-0.9659,0.9101,0.2852,-0.1609,0.6224,-0.7218,0,0.3742
"PA14_22110",0.9114,1.6113,-1.3256,0.8833,-1.5116,1.6038,0.5532,-1.5936,1.8824,0.7142,3.8923,0.668,1.7358,0,-0.071
"PA14_22120",1.9519,0.701,-0.3809,2.6688,-0.7778,1.2027,-0.3097,-2.2688,3.7024,0.3254,1.4049,2.7309,1.3616,0,0.364
"PA14_22130",-0.9928,-0.7826,-1.5098,-1.7213,-3.3576,-4.7529,0.2702,-7.6474,4.5243,-1.1519,-5.105,6.0834,-1.4244,0,-0.0255
"PA14_22140",128.526,111.4508,-14.466,119.2428,-12.478,110.3324,-1.8637,63.9524,346.493,148.5299,59.1422,260.034,17.7675,0,85.4474
"PA14_22160",0.7192,-0.1518,-0.0309,0.2932,-0.1328,-0.2072,-0.2892,-0.8104,2.3606,1.194,0.1696,1.0404,0.0186,0,-0.0924
"PA14_22180",-1.1879,-3.6898,-3.837,-2.0078,-2.958,-0.2552,-3.2838,-8.2338,2.091,-1.0974,-3.5076,-1.6898,-5.7736,0,0.1888
"PA14_22190",0.6692,0.6437,-0.9762,0.7864,-0.4517,2.1494,-0.6315,-1.8822,6.1038,2.8198,0.2784,1.8969,0.557,0,0.0702
"PA14_22210",0.1514,-0.4371,-0.6991,-0.0394,-1.3298,-1.218,-0.4553,-0.5108,2.1994,0.162,0.2796,1.0034,0.1774,0,-0.1211
"PA14_22220",0.0289,-0.845,-0.8678,0.3382,-0.293,0.0893,-0.3256,-0.6843,1.3311,0.2583,0.1138,0.9348,0.3454,0,0.4315
"PA14_22230",-2.6069,2.5209,-5.3184,5.9507,-21.7135,-0.2614,-20.0728,-12.8305,22.8838,3.7636,-0.3457,20.6242,5.9069,0,2.2208
"PA14_22240",3.7836,0.5524,-2.5543,2.2126,-2.2605,1.7417,1.8798,0.6378,6.7282,0.5036,-6.4456,9.4317,-0.9467,0,1.2748
"PA14_22250",1.5422,0.5827,0.0379,1.6388,-0.2098,0.6951,0.2546,1.1841,1.8417,0.7848,-0.5783,2.5739,0.2637,0,0.1007
"PA14_22260",0.5599,0.7094,-0.1664,1.0632,0.5768,0.3287,0.3702,0.5045,0.6418,0.4744,-0.2248,1.1979,0.4261,0,0.4632
"PA14_22270",-0.2887,-4.3013,-6.831,5.1602,-3.5453,-1.6481,-6.756,-2.7446,5.6514,-1.0178,-5.9907,4.8145,-4.7651,0,-2.6951
"PA14_22280",0.1364,-1.9281,-1.3359,3.0332,-1.6592,-0.0669,-2.5446,-0.1454,1.3875,-0.6985,-1.6013,0.6875,-1.4504,0,-0.1209
"PA14_22290",1.0756,-0.9001,-0.9984,1.2714,-0.9046,-0.5541,-1.3143,0.1326,-0.2809,-1.3398,0.3726,-0.0509,-0.8838,0,0.7094
"PA14_22310",1.5483,-0.2109,1.4673,2.015,-0.9491,-2.8425,0.7306,-1.703,4.3978,0.6441,3.8589,3.3448,-1.4561,0,-0.42
"PA14_22330",0.6043,-0.3095,1.5535,1.8755,1.3011,1.9582,0.7577,-1.6628,2.7496,0.6848,0.3732,-1.0596,1.912,0,-1.5155
"PA14_22340",-1.3167,-0.2552,-2.4761,6.1524,0.3946,1.2704,1.3999,-0.3076,2.2552,-0.6867,5.623,5.7849,2.1518,0,0.8109
"PA14_22350",-1.6037,-4.0257,0.748,5.7968,1.7568,-0.6624,-2.2107,2.0084,-1.2542,2.3614,-0.4229,7.8135,-2.0447,0,-4.3766
"PA14_22370",-1.479,-0.9511,-4.4584,1.1694,-2.6179,-0.1483,-0.4556,-2.3036,-1.3278,-0.3444,3.7133,4.4708,1.6298,0,1.0888
"PA14_22380",2.099,1.5386,0.9517,2.1909,0.618,1.166,0.6164,0.8298,1.3413,1.6094,1.4721,2.639,0.6988,0,0.6522
"PA14_22400",15.2388,-1.5761,15.5268,12.2764,18.1197,-8.0804,-9.2734,-6.7992,1.2744,-7.2025,-10.0903,15.5743,8.2024,0,10.0394
"PA14_22410",-0.4616,-1.0418,-0.0778,0.1823,0.2053,-2.4367,0.0673,0.2924,-0.2935,-0.6928,-1.0313,0.3256,-0.2783,0,-0.032
"PA14_22420",1.0322,-0.2014,-1.2134,5.8518,0.3281,0.4746,0.8162,-0.0494,2.0169,0.7724,-1.3278,0.8411,0.315,0,1.2846
"PA14_22440",-1.4522,-0.7684,-1.0453,0.0291,-0.588,-0.8613,-0.2776,-1.1382,0.3116,-0.5703,-1.052,-0.1843,-0.697,0,-0.5126
"PA14_22450",-0.7224,-0.1,-0.49,0.7069,-0.186,-0.4826,-0.6184,-0.5428,0.448,0.252,0.0171,-0.4938,-0.2298,0,-0.0259
"PA14_22460",-0.508,-0.6933,-0.5348,0.7587,-0.4817,-0.301,-1.0087,0.114,-0.0693,-0.929,0.5248,-1.9125,-0.1485,0,-0.7358
"PA14_22470",-1.0305,1.0669,0.8921,0.3055,-1.0061,-0.4416,1.2341,-0.5903,2.7909,4.3193,-1.138,0.9736,1.7173,0,3.1357
"PA14_22480",0.2928,0.7604,-0.3969,0.98,-0.4391,1.9016,0.3259,1.4123,2.4803,1.4964,0.9235,1.8011,0.49,0,1.2531
"PA14_22490",7.0253,0.1791,2.0185,8.783,1.0162,-1.0629,1.0252,-0.0948,1.4766,4.5072,3.724,0.995,0.7563,0,-0.2927
"PA14_22500",0.2202,1.5672,-5.1836,0.7476,0.9527,0.7006,-1.0263,0.2105,3.4847,2.3806,3.7315,1.2711,0.6372,0,1.2357
"PA14_22510",2.189,1.8788,-0.6745,0.3631,1.4856,0.2082,-0.6745,-0.6745,1.6903,1.2049,1.4318,0.1587,1.2246,0,0.1748
"PA14_22520",1.2479,-1.5707,0.513,-2.753,0.1942,-1.8098,-0.7772,-1.013,1.914,-0.2092,-1.6286,0.6466,0.2996,0,-0.3769
"PA14_22530",-2.123,-3.0538,-1.1478,3.7176,-3.9654,-2.176,-4.677,-7.1536,11.6167,4.8051,-12.6776,4.9068,-3.8087,0,-4.6145
"PA14_22540",-1.8077,-1.9541,-1.1457,-0.2246,-1.2269,-0.2669,-0.3691,-0.8306,0.5561,0.0679,-0.9063,0.508,-0.592,0,-2.3681
"PA14_22550",-0.2357,-0.007,-0.5469,0.5523,-0.233,-0.0917,-0.5228,-0.7304,1.2281,1.1414,-0.1467,0.3338,0.7829,0,-0.3565
"PA14_22560",-7.4377,-2.8283,-11.32,-0.4116,-12.3854,-24.7733,-3.8434,-0.6722,8.7935,13.4898,-1.1981,-9.2668,-2.8214,0,8.334
"PA14_22570",-0.6466,-2.2963,-2.8383,-1.7386,-0.8973,-2.3994,-1.5114,-2.272,0.3628,0.4499,0.9209,-0.2117,-0.5428,0,-1.8121
"PA14_22580",0.3809,1.0836,-0.4689,0.2531,0.1551,0.1319,1.3616,1.2328,1.0763,0.1566,2.1243,-0.3891,0.5482,0,1.059
"PA14_22590",0.8301,2.0538,-1.8842,1.2123,-0.8044,-0.016,-1.0032,-1.5329,0.8527,0.5728,-0.1356,1.3284,0.2491,0,-0.7788
"PA14_22600",-3.0509,2.0315,1.267,-0.2998,-0.1519,-2.2703,-0.3594,-2.8877,1.7043,1.8136,2.1063,-0.5612,1.6649,0,-1.1375
"PA14_22620",0.8571,6.6548,-2.0252,-0.2193,-0.4827,-0.3577,0.6328,-0.4369,-4.929,0.893,1.9301,0.221,-3.0015,0,-0.7912
"PA14_22630",4.4266,1.0485,0.1049,3.3839,-13.996,1.5791,3.0734,-6.256,3.4688,4.0598,-2.9727,-0.5034,-3.7176,0,8.442
"PA14_22640",0.2533,-0.4912,-0.8445,-0.5659,-0.5519,0.7102,0.1203,0.4004,-0.412,4e-04,0.4708,0.125,0.0441,0,0.7526
"PA14_22650",-11.5558,32.8252,3.7375,-24.7531,-24.7531,-16.4005,-14.07,10.9006,2.4635,5.3814,-9.0174,-16.8696,-9.8684,0,8.998
"PA14_22660",-0.6172,2.6901,-1.752,2.3466,-2.0782,0.1936,-0.3378,-0.5262,-2.0561,2.375,2.7774,0.6956,-0.4672,0,0.9328
"PA14_22670",5.5116,-9.117,-8.4914,-3.5778,-0.9628,-6.0313,-9.9186,-5.4138,-4.8404,-1.8784,1.6096,-5.8668,-10.9092,0,-1.5038
"PA14_22680",-1.5347,1.6155,-0.8307,-0.8111,-2.5257,-1.4342,1.5976,-1.3601,0.0987,1.8422,0.616,-0.8651,0.0108,0,-0.3388
"PA14_22690",0.6402,0.1986,0.777,0.0239,0.2539,0.1181,0.847,0.6122,-0.018,1e-04,-0.231,0.3241,-0.0887,0,0.7756
"PA14_22700",37.0374,-19.3222,-100.757,-53.3443,-80.1453,-64.3147,-65.7231,38.6047,36.1051,135.0966,-121.4678,-3.2336,-3.5311,0,87.4457
"PA14_22710",-4.9634,2.0642,-7.9794,-1.6412,-4.2698,-7.8442,-0.8626,-4.4267,-4.5177,-3.8042,0.958,-5.4774,-0.9944,0,-3.9889
"PA14_22730",-4.078,5.011,3.9781,0.4733,6.1936,3.9691,3.2484,2.0114,1.9963,7.6961,2.5158,1.8571,2.0885,0,2.794
"PA14_22740",48.6386,16.246,1.8728,13.6918,14.8491,-18.6119,0.7737,4.2216,20.3135,37.9153,-2.7698,2.9547,-7.0634,0,-13.6439
"PA14_22760",1.4991,2.2498,-0.0392,2.8458,0.1086,2.6692,1.9427,-2.8061,5.1413,3.5258,0.3597,-0.5837,2.504,0,3.0315
"PA14_22770",0.7121,0.5516,0.2384,0.5095,0.1476,0.4528,0.7614,0.1562,1.9608,1.0038,0.4871,0.1858,0.314,0,0.4286
"PA14_22780",-0.6342,-0.3396,-0.3666,0.3331,-0.6292,-0.7345,-0.845,-0.3768,0.3446,1.0198,-0.2275,-0.744,0.0205,0,-0.3448
"PA14_22800",0.0067,1.8317,6.0291,4.6553,0.9754,1.1589,0.4398,-2.6236,17.6442,11.9194,7.1434,-1.6283,4.5296,0,-0.1835
"PA14_22820",1.0411,0.5156,0.4139,0.1201,0.257,-0.0481,0.443,1.0077,0.724,0.8332,0.6919,-0.4353,0.638,0,0.6073
"PA14_22830",92.8814,-35.4306,16.5449,33.8039,56.32,-133.2119,108.2161,-2.6583,54.6536,-42.7905,0.0595,12.2995,95.7182,0,117.282
"PA14_22840",0.9144,0.153,0.1695,-0.0276,0.6956,0.5926,-0.5555,0.1807,0.1957,0.3407,-0.226,1.0379,0.7495,0,0.3718
"PA14_22860",0.2565,-0.3944,0.4306,-0.1835,-0.3175,-0.4105,0.475,-0.4408,1.4962,0.1407,-0.382,0.1582,-0.4864,0,0.1036
"PA14_22870",1.0909,-0.7563,0.8004,0.939,-0.7108,-2.0928,-0.7462,-0.4137,0.5396,0.721,-1.0505,-0.6594,0.1484,0,-0.845
"PA14_22880",0.7072,2.3556,0.5338,-1.9095,0.8513,0.4915,-0.5092,-0.6626,-0.4006,0.2608,-2.0978,0.9341,1.2142,0,0.5062
"PA14_22890",-0.7141,-1.4219,0.3966,1.5463,-0.1387,-0.424,-0.8058,-0.1946,2.0195,0.8527,0.0237,0.4767,-0.6308,0,0.1312
"PA14_22910",-0.2964,-0.9073,-0.5712,0.8854,-1.0526,-1.0042,-0.713,-0.3401,1.1775,0.8414,-0.0222,0.3073,-0.1274,0,-0.7797
"PA14_22930",-1.0491,1.4671,0.0989,-1.0767,-0.9201,-1.2765,0.376,-0.8713,0.2203,1.2196,0.8166,-0.2255,0.2265,0,1.0431
"PA14_22940",-0.3678,-0.4292,-0.6012,-0.0793,0.3898,-0.0716,0.1738,-0.3429,-0.6826,0.3153,-0.3612,-0.1898,0.2957,0,-0.8436
"PA14_22960",6.2944,0.1357,-0.6998,4.1156,2.6563,3.9979,3.1452,-2.7724,-1.2819,3.8916,0.3164,1.9098,-0.5068,0,-0.9541
"PA14_22980",-2.6418,2.2485,-2.1185,0.0989,-2.133,2.3712,0.1782,-4.3354,-0.8144,-0.4369,-0.431,1.4658,-2.9672,0,-2.0268
"PA14_22990",-6.1043,-9.005,-7.3502,0.7082,-10.5488,-5.7711,-3.0859,-7.6142,-3.601,4.9596,-7.4098,-5.7936,-5.4474,0,3.4852
"PA14_23000",2.5524,0.0538,6.4038,2.8882,5.352,1.4876,2.1008,-4.676,2.8306,2.8935,1.5718,2.0068,1.9227,0,1.7097
"PA14_23010",1.0618,0.9973,0.3984,0.4678,0.0878,0.9071,0.8331,0.8679,0.8645,0.9242,0.6412,0.4565,0.8424,0,0.3909
"PA14_23030",8.2204,4.8479,35.7972,9.4288,-78.9576,17.8459,-8.4803,18.6398,13.6795,-18.1691,-14.6562,-35.5512,22.49,0,-1.0891
"PA14_23050",1.0517,1.2959,-2.9914,-3.2972,-2.6419,4.6131,2.0872,-5.7916,-0.7452,-4.8228,0.484,-0.8665,-2.2409,0,0.0169
"PA14_23060",3.2492,1.879,4.4419,-0.4532,7.4141,6.3248,7.532,7.5784,-0.4479,2.1719,3.4996,4.5889,-0.5234,0,7.2219
"PA14_23070",-0.2878,-1.3184,-0.6402,0.5298,-0.9162,-0.9289,-1.0423,-1.0077,0.8494,0.2413,-0.5696,0.4819,-0.7233,0,-0.7904
"PA14_23080",-0.9145,-17.5823,-10.618,-8.7312,-15.5629,-6.3021,-11.276,-11.0153,15.9064,19.0844,-2.8469,3.9766,-0.1613,0,-28.4155
"PA14_23090",-0.95,-2.0548,0.1064,0.4414,0.2521,-0.6641,-0.3576,-1.0973,2.0506,1.1937,-0.3936,0.2023,0.4592,0,-0.3465
"PA14_23100",0.9286,1.0032,0.0426,1.5318,-0.8881,-1.0594,-2.5378,-1.7873,0.4817,0.3146,0.488,-1.6891,1.7856,0,0.7528
"PA14_23110",-0.481,-4.0744,9.7294,-10.4076,6.6804,1.07,0.334,7.3188,-4.8173,-0.702,-3.5499,-4.5127,6.9621,0,-12.2802
"PA14_23120",0.5088,1.4486,-0.1559,-1.1294,-1.9813,0.2159,1.4426,-0.4836,0.4542,-0.1391,0.3106,-0.7022,-0.1617,0,0.5146
"PA14_23130",1.7168,2.9304,-1.403,3.9806,3.5181,-0.0139,5.7914,0.3434,3.0721,2.2207,7.7752,4.1114,0.5749,0,1.2712
"PA14_23160",-2.9078,-1.3418,-0.3684,0.3689,-0.554,-0.4836,-4.7143,-1.8728,0.5633,-1.1465,0.4433,0.6541,-3.3432,0,3.3047
"PA14_23190",0.6302,0.5746,0.1056,0.0501,0.0208,0.7324,-0.1583,0.8819,1.1432,-0.3722,0.4299,0.1705,1.044,0,0.1906
"PA14_23200",-0.6579,-0.5962,-0.6908,-1.4897,-0.5206,-1.1336,-0.6762,-0.6508,-2.0032,-0.523,-1.4922,-0.8235,-1.1963,0,-1.2353
"PA14_23210",0.834,2.4318,0.6216,0.3204,0.3776,0.4765,1.1277,0.8447,0.5369,2.0378,1.3655,0.965,2.3347,0,2.2371
"PA14_23220",-0.9246,0.2594,0.8096,-1.49,-0.6126,-0.1003,-1.2379,-0.3126,-2.2824,-1.6743,-1.3957,-0.7044,-0.8684,0,-1.0786
"PA14_23240",-11.5135,4.7338,5.8469,-3.1121,-1.2106,6.3287,6.9049,3.9065,6.5378,6.8423,3.967,-5.6502,4.416,0,5.2012
"PA14_23250",0.3087,0.0247,0.8205,0.8772,1.044,0.2715,0.134,0.5586,-0.2843,0.0175,-0.3853,-0.2664,0.4346,0,-0.5197
"PA14_23260",11.5701,-67.7604,7.4194,-33.5688,-2.2829,14.3545,-52.887,-64.8549,-9.2526,3.4416,-82.6684,-33.984,-5.8802,0,11.2588
"PA14_23270",-0.1646,-1.2433,0.6882,0.0334,0.115,-0.2291,-0.5138,-0.6907,-2.0617,-1.4942,-1.2984,-0.4761,-0.6573,0,-0.752
"PA14_23280",-0.855,-1.9727,1.5176,0.6164,1.0219,-0.0192,-0.2864,0.7463,-6.3873,-5.0348,-3.867,0.348,-0.1459,0,-0.675
"PA14_23290",1.544,1.2611,0.7332,0.2684,-0.659,0.0227,0.0265,1.2028,-3.1669,-0.1843,-1.6957,-1.004,0.8674,0,-0.2131
"PA14_23310",0.4992,0.6576,-0.2303,-0.4189,-0.9938,-0.0471,0.4005,0.4671,-1.7271,-0.2678,-0.079,-0.7612,-0.1346,0,0.785
"PA14_23320",-1.036,-1.5467,-0.5031,-1.3965,0.9542,-0.7548,0.6826,-0.3612,-2.0644,-3.229,-0.181,-0.2388,0.0856,0,0.2584
"PA14_23330",0.9762,-2.6007,9e-04,-1.0347,0.856,1.3496,-2.5617,0.2747,-1.601,-3.0046,-2.118,-0.8178,0.1236,0,-1.4887
"PA14_23340",0.9229,0.218,-0.2598,0.2178,0.5639,1.2244,-0.1764,-0.7288,2.101,0.3707,1.5658,0.9102,0.7806,0,1.9769
"PA14_23350",1.4546,-2.1924,-0.0879,1.2075,-1.3674,-0.421,-2.877,-0.5461,6.8274,1.4567,-2.7302,1.0202,-0.1356,0,0.3052
"PA14_23360",0.9365,-0.9758,-0.3814,0.6397,-0.1581,0.4158,-1.6717,-0.5161,0.9043,-0.5851,-0.6704,0.3737,-0.4927,0,0.8902
"PA14_23370",0.8472,-1.5162,-1.0928,0.0243,-0.7396,-0.2313,-2.4716,-0.9492,0.0676,-1.4164,-1.2508,0.4643,-0.8587,0,0.8236
"PA14_23380",1.7893,-3.7643,-1.9615,0.4155,-1.7721,0.3655,-5.1298,-2.0901,1.7396,-1.6377,-2.4991,0.5916,-1.6037,0,2.0716
"PA14_23390",0.6756,-1.3758,-0.8926,-0.0661,-0.8179,-0.193,-2.0061,-0.9333,-0.5696,-0.9659,-1.4805,0.328,-0.9124,0,0.3835
"PA14_23400",0.578,-0.7042,-0.6584,0.3913,-0.5526,-0.3605,-1.7826,-0.826,-0.4498,-0.9907,-1.1618,0.5064,-0.7776,0,0.6725
"PA14_23410",0.6486,-1.0517,-0.6429,0.3598,-0.4575,-0.2604,-1.7046,-0.79,-0.0976,-0.9129,-1.1397,0.2936,-0.6831,0,0.5238
"PA14_23420",2.3417,-4.189,-2.1359,1.8678,-2.0303,0.0223,-6.1376,-3.1795,1.4606,-3.4131,-3.7129,2.3828,-2.4623,0,3.8339
"PA14_23430",5.3847,-5.6084,-1.5112,5.8558,-1.542,0.4918,-10.9931,-6.6668,2.6303,-7.4872,-7.3907,4.8868,-2.0491,0,9.8556
"PA14_23440",0.4428,-1.3735,-0.8866,0.3772,-1.1645,-0.2793,-2.612,-1.5873,-0.9016,-2.7392,-1.7235,0.2062,-1.3897,0,1.269
"PA14_23450",1.6452,-1.4032,0.1938,1.1543,0.0183,0.7938,-1.8984,-1.2962,0.3686,-1.791,-0.7664,1.2121,-0.4052,0,1.9696
"PA14_23460",2.6505,-23.4648,-6.7076,1.9896,-2.4031,-3.0132,-33.2941,-28.3625,0.2474,-20.4246,-22.7531,1.9014,-15.0286,0,19.5161
"PA14_23470",11.4183,-0.7203,-1.7994,13.771,5.796,2.0212,-2.1995,-8.0298,11.3954,-5.0141,-2.97,10.0168,-3.592,0,14.9051
"PA14_23480",2.0382,-0.5812,-1.0693,-0.2852,0.8423,0.6843,-1.122,-0.1466,0.8496,0.2208,-0.0717,0.6356,0.1985,0,-1.5355
"PA14_23500",0.167,-3.4887,2.65,-1.9801,2.1849,0.9107,-2.9637,-4.3265,1.0122,0.251,-4.5987,-2.351,-1.2189,0,-6.0833
"PA14_23510",-0.7914,-1.5286,1.9251,6.0185,0.7504,5.6337,0.8542,-0.5723,3.1897,-0.7821,-1.5255,0.0914,3.8131,0,2.3247
"PA14_23520",-0.3671,0.0212,-0.2145,-0.0161,-0.1179,0.0681,-0.2304,-0.346,0.1556,-0.6012,-0.3174,2.2002,0.3511,0,-1.4454
"PA14_23530",1.0583,0.2003,0.5042,0.4028,-1.078,0.1095,-0.1396,0.4142,0.0518,-0.4186,0.7046,1.3145,0.0103,0,0.197
"PA14_23540",0.4162,0.365,0.5344,0.4865,-0.0757,-0.2479,0.6092,0.2168,0.1707,0.8814,0.0501,0.4055,0.044,0,-0.3713
"PA14_23560",1.6825,-6.3691,5.1881,2.739,0.5177,0.7392,0.5924,3.8466,3.9288,-1.5842,-1.3825,-1.5319,2.1778,0,0.5737
"PA14_23590",0.0809,-0.7857,0.652,0.2068,1.8216,-0.4015,-0.2432,-0.3765,1.5301,2.3482,-0.2602,3.1354,0.1575,0,-1.4573
"PA14_23610",5.4129,-11.302,5.8238,-5.3065,4.4024,6.4548,5.7006,4.2162,8.3284,10.2817,-9.0174,-7.2212,10.9152,0,-4.383
"PA14_23620",-0.5424,1.2193,0.8701,1.3788,0.0912,0.6763,0.9444,-0.9381,0.5876,1.2906,0.8734,0.4946,1.6237,0,0.373
"PA14_23630",-1.6047,-0.3059,-0.1714,-1.1326,-1.7637,-0.0809,-0.5836,-1.1999,-1.5176,-0.9218,-0.8865,0.0096,0.1553,0,-0.9122
"PA14_23640",0.0705,0.1565,0.1912,-1.7797,0.6931,-0.4978,1.2565,0.1205,-0.7623,0.7306,0.049,-2.3456,1.3742,0,-0.7682
"PA14_23650",1.4173,1.1702,0.8647,0.9201,0.4362,-0.4101,-0.1099,0.824,0.9995,0.4864,0.2502,1.0089,-0.7215,0,0.6659
"PA14_23670",0.2597,0.5706,-0.8754,0.2204,-0.1926,-0.1816,0.289,-0.3054,0.2042,-0.2718,-0.188,-0.217,-0.428,0,-0.2044
"PA14_23680",0.2822,-0.5872,-0.2951,0.5876,-0.7147,-0.5681,-0.556,-0.3724,3.8296,2.253,0.01,0.5752,0.9182,0,0.2733
"PA14_23690",-0.6745,1.2351,-0.6745,0.7576,0.941,0.5843,1.5716,-0.6745,0.2496,1.8662,2.0831,1.7254,0.3462,0,-0.0393
"PA14_23700",-0.7957,6.3217,1.2293,1.3998,-2.5992,2.9732,1.5045,-0.1436,25.3988,13.442,5.8162,1.2294,5.5813,0,0.5279
"PA14_23720",-2.2256,-1.51,-0.3641,-0.9123,-0.7226,-0.0366,-0.8675,-0.4104,0.8844,1.4198,0.7411,-0.053,-0.1334,0,-0.6822
"PA14_23730",0.9426,1.1734,0.626,0.6304,-0.129,0.0466,0.2674,0.2266,1.1375,2.544,0.6984,1.4121,-1.042,0,1.599
"PA14_23750",-9.09,17.4504,1.7254,42.3988,29.0031,13.5526,3.5372,-2.5568,71.4332,20.07,37.748,16.7446,25.2307,0,-21.0582
"PA14_23760",-0.9903,-0.9129,0.1826,1.2258,-0.5592,0.0231,-1.4019,-0.4156,3.6735,0.3702,-0.2592,-0.722,-0.8448,0,-0.6039
"PA14_23770",0.6693,-0.4182,-0.2686,-0.943,0.0872,-1.28,-1.1568,-1.5614,-0.6913,-0.5868,-0.599,-0.1683,0.527,0,1.6846
"PA14_23790",0.1513,-0.5053,0.1484,1.0256,-0.1802,-0.5379,-0.484,-0.1924,-0.4247,0.07,-0.4785,0.3207,0.1329,0,-0.293
"PA14_23800",-0.6144,-0.0681,0.3628,0.0768,0.6829,-0.6003,-0.2185,-0.9276,0.6469,0.2778,0.2388,-0.4382,0.0059,0,0.0362
"PA14_23810",0.1919,1.3081,-0.1032,-0.2176,-0.6416,1.0243,0.9551,-0.4393,-0.1706,-0.1813,1.5469,-0.129,0.298,0,0.1614
"PA14_23830",-0.5379,-0.8808,0.4032,0.2559,0.204,0.6714,-0.5772,-0.3683,-0.6424,-0.888,-0.5608,-0.0131,-0.072,0,-0.4074
