"","PRJNA291292:ampicillin:PA14","PRJNA291292:silver_nitrate:PA14","PRJNA291292:aztreonam:PA14","PRJNA291292:bleach:PA14","PRJNA291292:benzalkonium_chloride:PA14","PRJNA291292:carbenicillin:PA14","PRJNA291292:cefoperazone:PA14","PRJNA291292:ciprofloxacin:PA14","PRJNA291292:gentamicin:PA14","PRJNA291292:neomycin:PA14","PRJNA291292:polymyxin_B:PA14","PRJNA291292:povidone-iodine:PA14","PRJNA291292:tobramycin:PA14","PRJNA291292:water:PA14","PRJNA291292:H2O2:PA14"
"PA14_00010",0.5508,0.5504,0.0536,-0.0847,0.0787,1.1819,0.7036,1.0572,0.0049,-0.7277,1.0825,-0.2305,-0.4251,0,0.1823
"PA14_00020",0.746,-3.3004,-0.1482,-0.2401,-0.6502,-0.1353,-1.5744,4.6155,-1.4279,-2.2162,-2.7994,-1.42,0.2812,0,-1.4892
"PA14_00030",1.8439,-0.4997,-0.1665,0.4446,0.4079,3.6296,-0.6798,3.798,3.3935,0.7506,-0.7442,1.1518,0.5856,0,1.7749
"PA14_00050",39.2792,-94.7726,37.1367,-15.9232,47.9152,35.5761,-32.931,112.3754,9.2709,-24.0172,-43.2468,3.4254,-16.3862,0,-57.0011
"PA14_00060",-0.0386,-1.104,-0.5276,-1.5818,-1.239,-1.1774,-0.5565,0.7961,-0.8673,-1.0808,-0.4976,-0.8655,-0.37,0,-1.1819
"PA14_00070",1.3734,0.7233,0.5213,-0.8203,0.617,0.5124,1.2771,2.1593,1.116,0.727,0.899,0.6577,0.5514,0,-0.4984
"PA14_00080",12.5467,3.0959,5.1949,0.7601,1.4305,7.7457,10.5452,6.2475,11.0525,5.8118,-0.0219,-3.7962,-0.4755,0,12.3895
"PA14_00090",-0.4031,-3.7728,1.6943,-7.2164,-1.3898,-2.5063,1.4258,7.1149,-3.4256,-1.3851,-0.5104,-5.7004,-3.1315,0,-3.9938
"PA14_00100",0.021,-0.7627,0.4521,-1.4727,-0.3621,0.1121,0.2314,1.9244,1.1771,1.0031,-0.807,0.0912,0.2477,0,-0.822
"PA14_00110",-0.2498,-0.9024,1.4277,1.8168,1,1.9698,-1.0272,2.4088,3.5662,-0.8788,-1.8676,-4.0855,0.7555,0,2.5269
"PA14_00120",0.1646,-0.3252,0.0038,-0.1264,0.0286,-0.2323,0.1811,0.7115,0.3274,-0.199,-0.4188,0.1807,-0.2243,0,-0.2218
"PA14_00130",0.1716,-0.2154,-0.5194,-0.5599,-0.4361,0.2604,-0.0886,0.3604,0.3559,-0.3844,0.0615,-0.4079,0.5497,0,-0.5038
"PA14_00140",0.351,-3.8884,0.3212,-3.283,0.2089,0.581,-0.8391,0.1034,-2.2392,-0.6986,-1.9554,-1.8563,-1.1435,0,-2.5464
"PA14_00150",-25.1408,-15.374,-1.1893,-1.2237,-6.4946,-7.0814,-11.147,-12.2488,-3.7262,-0.2817,-5.2457,-7.0391,-6.5962,0,-10.1846
"PA14_00160",-0.0166,0.1727,0.4193,-0.0024,0.9744,0.0465,-0.0257,0.3584,-0.0803,0.4904,0.2669,-0.0452,0.3601,0,-0.7656
"PA14_00170",-0.0753,-2.8094,0.0379,-1.2367,0.0392,-1.8083,-2.4197,2.7249,-4.0081,-1.5471,-3.473,-0.1263,0.3845,0,-3.9838
"PA14_00180",3.524,1.5591,5.3817,0.2058,2.7965,6.2348,4.77,13.3484,1.1732,3.0152,3.8612,2.385,10.969,0,-7.8566
"PA14_00190",-2.3085,1.0292,2.5721,0.817,1.4331,-3.3071,2.9385,2.452,0.8459,1.6388,0.697,-0.6434,1.6136,0,-0.0081
"PA14_00200",0.6093,-0.0455,-0.4873,-1.2586,-0.2494,0.763,1.1363,1.0433,0.8774,-0.2809,1.8464,-0.4378,-0.0147,0,-1.2477
"PA14_00210",1.3844,8.7746,3.4572,-3.953,4.2194,-1.4537,0.7084,12.227,6.574,-3.7774,9.2319,1.5061,7.6489,0,10.1328
"PA14_00230",4.1289,-4.6956,-2.7939,-2.5061,-2.4111,0.455,2.8349,0.7306,2.3033,3.6312,1.3716,1.0719,-0.688,0,2.2656
"PA14_00240",0.817,-0.6344,-0.6005,-0.6946,0.9265,-1.6753,0.6636,0.5896,-0.3452,1.4627,-0.8024,0.3256,1.6874,0,1.9968
"PA14_00250",8.6864,9.9793,9.148,18.624,8.045,4.0067,13.5214,9.4774,16.4395,15.6226,9.3537,7.2051,5.8115,0,15.9677
"PA14_00280",-0.7914,0.5504,0.7498,-0.1436,0.208,2e-04,1.17,1.435,0.4118,-0.1256,0.3901,-0.195,0.5272,0,-0.3458
"PA14_00290",6.1965,-4.2424,-18.6525,3.965,-16.6857,38.862,-21.5333,20.4743,-1.1977,-16.1814,4.3558,14.6812,16.0806,0,-4.589
"PA14_00300",-0.8009,1.8025,-0.7285,-0.7276,-0.6706,-0.0487,0.0877,-0.2735,-0.5764,-1.2454,1.4167,0.5402,0.3264,0,0.021
"PA14_00310",-1.0843,-1.3898,0.676,-1.106,0.2401,-0.9719,0.0809,-0.5152,-1.3687,-0.2672,-1.1822,0.671,-2.3342,0,0.2166
"PA14_00340",0.424,0.518,-0.6745,1.5865,0.1351,-0.6745,0.1698,0.9563,0.5373,1.3079,0.3791,-0.6745,1.1749,0,1.5934
"PA14_00380",-11.6675,1.7894,-2.6304,0.3312,1.0663,-8.302,0.5202,-15.8688,-5.1827,-9.5781,-0.6276,-2.1362,0.5757,0,-6.0375
"PA14_00400",-3.3412,12.4495,-0.6416,-0.7646,1.0663,-4.9676,4.229,2.1536,12.8534,12.2171,8.8152,0.73,0.7682,0,-0.0711
"PA14_00410",0.2534,1.9995,0.485,-1.2254,-1.0073,-0.6938,1.4577,0.1197,0.9214,2.6752,0.7595,-0.0209,0.677,0,1.0434
"PA14_00420",0.0649,0.2457,0.7255,0.5317,0.9392,-0.2065,0.1884,-0.6745,0.5792,0.5242,0.0723,0.931,-0.2552,0,-0.0393
"PA14_00430",0.8925,-1.4935,1.8074,0.2405,2.1577,1.0365,-1.5572,1.9064,0.6897,0.7592,-1.88,-1.4465,-2.0278,0,-1.1649
"PA14_00440",0.2977,2.1756,-3.9572,-0.7605,-0.4739,-1.0764,-0.3896,-0.8829,-1.5086,-0.0806,-0.6634,-0.4814,-3.9245,0,0.9752
"PA14_00450",-0.0443,1.315,1.9833,5.4382,-6.2736,-4.3337,2.2638,-2.9414,2.3318,1.8904,0.4537,-0.2351,-1.053,0,-5.3742
"PA14_00460",-0.5724,0.0564,0.0538,0.0036,-0.2354,-0.0237,0.7982,-0.8156,0.7235,0.6926,0.4236,0.24,0.3302,0,-0.2201
"PA14_00470",0.2869,0.5498,0.0964,0.7308,0.1448,0.0694,-0.9937,0.9924,1.4619,0.1266,1.1885,0.4204,-0.0594,0,0.0019
"PA14_00480",-0.1356,-0.4543,0.2358,-0.9651,0.4162,-0.5789,-0.4258,0.7366,0.2297,-1.0144,-0.0292,-0.1735,-0.2524,0,-1.3399
"PA14_00490",-8.7982,5.8889,-0.3516,-1.7948,-3.3874,4.3492,3.4264,3.6344,-4.772,-6.7702,3.276,-0.7009,3.5816,0,13.5634
"PA14_00510",1.3832,-0.0822,0.1459,-0.6563,0.4556,1.2969,0.024,1.129,0.4997,0.0858,0.7679,-0.2535,0.0555,0,4.114
"PA14_00520",3.0851,-0.0857,-0.6542,1.6398,2.7018,-0.5787,-0.1321,2.396,2.5475,0.4659,-0.7388,2.2658,-0.1538,0,2.4406
"PA14_00530",-2.3686,-3.9131,-2.0892,-2.0713,-0.132,-1.6294,-2.4834,1.7027,1.1598,-1.5617,-3.2573,-3.2165,-0.7732,0,-2.2631
"PA14_00550",-2.5136,-0.4023,-0.1858,-1.2961,-1.1079,0.2996,-0.221,0.9568,-2.5807,1.219,-1.0902,0.3494,-0.661,0,0.5846
"PA14_00560",-0.2982,-0.9583,0.1368,1.9048,0.0417,-1.0927,-0.2468,-0.8721,-2.0554,-1.9901,-0.7292,-1.228,-1.0827,0,-1.2905
"PA14_00570",0.1659,-0.834,0.0686,-0.9135,-1.2379,-0.564,-0.1065,0.7169,-0.302,-0.83,-1.4594,-0.3152,-0.4175,0,0.4306
"PA14_00580",-0.984,-0.1622,0.5923,-0.9746,-0.3639,-1.0086,-0.6105,0.5242,-0.5673,-0.3365,-0.7844,-0.5442,0.1994,0,-0.3961
"PA14_00590",-30.3311,-3.7674,3.2991,-8.7579,-4.1518,-20.5667,2.7504,3.4074,-41.0111,-23.352,-1.4888,-26.8154,-15.01,0,-21.8493
"PA14_00630",0.0633,1.1683,0.8386,0.06,-0.134,1.0534,0.3255,-9e-04,0.866,1.9656,-0.2263,-0.6745,-0.6745,0,1.1743
"PA14_00640",-0.122,-0.6745,0.4585,0.1008,-0.6745,0.6858,0.7814,0.6886,0.8855,0.5284,0.0723,-0.2328,-0.0871,0,-0.1846
"PA14_00660",-0.4276,0.1692,-0.5594,0.1424,-0.4877,-0.3774,-0.1546,0.1811,0.0428,-0.056,0.1858,0.4222,-0.0763,0,-0.0652
"PA14_00670",-0.333,-0.6886,-0.4454,0.274,-0.0776,-0.2541,-0.2347,-0.6777,-0.086,0.1844,-0.2488,-0.495,-0.4708,0,-0.2072
"PA14_00680",-0.8335,8.2079,5.1743,-0.9282,-6.5618,-4.6283,7.3889,2.6803,-2.0652,16.8446,10.6794,2.8522,9.0687,0,2.8393
"PA14_00690",0.736,-0.6745,0.5626,0.8846,0.9712,0.0173,1.7709,0.418,0.678,1.3404,1.0549,-0.1922,1.2453,0,-0.6745
"PA14_00710",-2.6685,7.0686,-1.7545,2.017,2.8361,-3.6635,-3.4616,4.8376,0.9999,-2.0129,14.4791,0.4177,0.0899,0,-0.3434
"PA14_00720",1.0991,0.8404,1.071,0.3644,0.548,0.1597,-0.1498,0.8202,0.9563,0.4377,0.4382,0.3082,0.228,0,-0.1704
"PA14_00730",-4.676,7.1118,-1.0095,2.0735,2.1136,-2.0576,-2.2471,2.9511,3.4838,-0.7041,-0.9337,0.2357,-0.0099,0,0.0477
"PA14_00740",-6.5711,0.7292,-7.3502,-15.3588,-7.0572,-9.797,3.564,10.1125,6.4182,-1.1897,10.2332,-3.3225,3.0779,0,-1.9864
"PA14_00750",1.2531,0.5807,-0.839,0.817,-1.7636,0.1114,2.6878,-0.5593,1.7733,0.0847,2.4472,0.1318,0.187,0,-0.9247
"PA14_00760",-7.4688,0.1008,-0.3475,-10.434,-5.9347,-11.4499,-14.7832,-5.9532,-11.236,-9.1077,-8.6902,-17.9521,-6.311,0,0.7855
"PA14_00770",-3.6549,-0.3911,-1.0405,-0.7497,1.3595,0.3002,-1.0227,-0.5485,-0.7982,-2.2663,-1.38,-2.6615,-1.1956,0,-2.2626
"PA14_00780",-2.2262,-1.0566,-19.5876,-6.1796,13.3962,0.3938,-14.9246,9.9731,5.1192,11.1388,2.5069,-2.117,5.7702,0,13.5834
"PA14_00790",-0.1661,1.4783,-0.7187,1.3402,1.4916,-5.2077,2.0596,3.8668,6.8146,5.82,0.4421,-2.1749,0.292,0,2.4368
"PA14_00800",0.9848,0.2688,-0.2552,-0.3727,-0.057,-0.6188,0.331,0.2524,-0.4021,0.0279,0.4334,0.4529,-0.6158,0,0.4803
"PA14_00810",0.6336,-0.5087,0.6255,0.3026,0.0594,0.1026,-0.477,2.1952,0.9108,0.4824,0.1514,0.3516,0.3647,0,1.7928
"PA14_00820",-1.0179,0.3071,-0.5571,-3.3116,-1.242,-0.9856,-0.911,1.5922,-0.9842,-0.9714,-1.3563,-0.7885,-1.4768,0,7.854
"PA14_00830",0.7102,1.5074,-0.3303,1.754,0.3482,0.3461,-0.2392,1.8641,1.8028,0.2279,-0.006,0.6552,-0.0644,0,3.451
"PA14_00850",-3.4286,1.5285,-2.0527,-1.1956,-1.7832,-0.8586,-1.7047,-0.099,-1.4032,-1.979,-0.6113,-1.2343,-1.3447,0,2.1448
"PA14_00875",-0.5374,-0.4722,-0.5378,-0.3197,0.472,-0.3664,-0.5957,0.6626,-1.7341,-0.6056,-0.62,-0.158,-1.4795,0,2.7021
"PA14_00890",0.2898,-0.1303,0.8501,-0.2886,0.1616,0.0129,-0.252,0.9172,-0.9848,-0.7754,0.2933,-0.241,-0.6188,0,2.105
"PA14_00900",0.4159,0.2361,0.0471,-0.5483,0.2682,-0.8013,-0.301,0.0134,-0.6418,-0.8897,-0.3372,-0.1082,-0.0892,0,1.7826
"PA14_00910",-1.3571,-0.0678,0.0023,-2.7763,-0.5412,-0.7265,-0.7381,0.286,-1.4669,-3.0614,-0.7433,-0.6747,-1.3247,0,4.4338
"PA14_00925",-1.0524,-0.8018,-0.7443,1.3282,-0.4392,-2.0844,-0.1975,-2.2564,-1.1612,-1.3177,-2.2205,1.5364,-0.6838,0,5.4823
"PA14_00940",-4.8701,5.009,-1.2373,-6.1572,-0.2365,0.2319,-0.2574,5.647,1.9546,-1.3328,-2.1802,2.1559,-1.559,0,11.0602
"PA14_00960",1.7803,1.3128,-1.3405,0.8832,-0.3756,-1.3676,1.7473,1.985,-0.9923,-1.3055,0.1471,0.807,0.8219,0,4.165
"PA14_00970",14.7158,2.1147,-30.4022,-18.4664,1.709,10.482,-8.2033,35.7754,-41.4083,-46.0112,-16.8896,-3.4727,-26.337,0,62.0805
"PA14_00980",0.2823,3.51,-0.0702,0.2032,0.0602,1.5118,1.5025,0.5754,1.4807,2.104,2.6959,0.1175,0.5888,0,1.6544
"PA14_00990",-0.3098,2.7866,-1.4322,-0.5458,0.1189,0.83,1.5444,0.6874,0.2919,-0.623,2.8747,-0.147,0.8396,0,2.787
"PA14_01010",-1.6204,-0.3668,0.2177,-0.1504,0.2385,-0.2374,0.4457,-0.1602,-1.9444,-0.0547,0.0327,0.4356,-0.0187,0,4.0682
"PA14_01020",0.614,-0.2658,0.0822,-0.4569,0.1188,-0.0719,-0.2652,1.1994,-1.9387,-1.0049,-0.3958,0.8834,-1.4021,0,6.4021
"PA14_01030",0.6982,-0.0086,-0.0529,-0.3903,0.1522,0.1171,0.0179,1.094,-2.3193,-1.614,-0.3094,1.0579,-1.6195,0,7.339
"PA14_01040",-4.2488,0.3484,-1.1661,-1.7762,1.6707,-4.0082,0.225,-2.9041,-1.4815,0.1529,2.038,-1.3514,-0.1325,0,13.9732
"PA14_01060",-9.2736,-9.2736,-5.3182,-9.2736,-0.95,-5.449,-9.2736,-1.0456,-3.9741,-9.2736,-1.8943,-5.5112,0.0899,0,11.0068
"PA14_01070",0.4326,0.6815,0.2182,-0.2783,0.4965,-0.1134,1.2559,0.6724,-0.3735,0.3618,0.5358,0.0224,0.3288,0,2.7503
"PA14_01080",21.816,17.4636,14.667,-14.193,2.0648,-7.6453,13.2034,15.3574,-2.4752,-6.2613,24.1863,6.4076,-16.1782,0,101.5205
"PA14_01100",0.1327,-0.9528,0.8744,-1.6293,0.2338,-1.731,-1.8369,0.4222,-1.927,-1.4957,-0.5092,-0.0946,-1.9415,0,9.1392
"PA14_01110",-0.2824,-0.8723,-0.026,-1.1298,-0.3223,-0.8054,-0.2169,0.2238,-0.6694,-0.9541,-0.6932,-0.6374,-1.2258,0,2.9677
"PA14_01120",-0.7637,0.3664,0.2934,0.7831,-1.0911,1.1181,-0.7348,1.5133,-2.1387,0.0623,0.536,-0.4316,0.4922,0,2.3382
"PA14_01130",-0.2719,0.0536,-0.403,-1.2954,0.0362,0.3247,-1.3747,0.6327,0.7977,1.2081,-0.3302,-0.2832,0.2255,0,1.2428
"PA14_01140",0.0416,-1.0041,-0.3346,-0.7688,-0.4728,-0.5232,0.8421,2.0831,-2.8958,0.2714,-1.4361,0.6254,-0.7044,0,6.1686
"PA14_01150",0.2395,1.372,1.2405,1.4356,0.6737,1.7178,3.0137,1.7062,0.5436,0.1987,3.4547,1.9671,1.2011,0,2.9632
"PA14_01160",-0.0294,1.6669,0.3007,-0.1135,0.4138,0.694,0.7533,0.0627,0.2949,0.0571,1.354,0.6923,0.1529,0,1.2733
"PA14_01170",0.0633,0.8408,-0.0365,-0.6745,0.8548,0.2073,-0.6745,-0.6745,-0.1678,-0.6745,0.8167,0.678,1.2213,0,0.52
"PA14_01180",-1.0207,1.2063,-2.1964,-1.2066,-1.3352,-1.2006,0.522,-2.1964,-1.3891,-1.1253,-0.1148,-0.8699,0.8246,0,2.1025
"PA14_01200",-2.8406,-0.1763,-2.6202,0.4542,-0.2995,-2.1168,-1.5212,-1.1217,-0.3273,-1.7482,-1.7936,1.3272,-1.8725,0,2.3313
"PA14_01220",0.1059,0.1985,-0.6158,0.1571,-0.2669,0.0308,0.3274,0.3872,-0.6726,-0.4441,0.4778,1.4398,0.3476,0,2.6016
"PA14_01240",6.4778,5.6056,0.4797,-1.5706,1.5609,1.1669,0.2619,5.5362,-1.9765,-0.2962,6.6718,-0.7961,0.391,0,-1.5303
"PA14_01250",2.0392,0.1871,0.1792,-3.0466,-3.3384,1.2771,1.7389,2.5743,-2.1294,-1.1056,1.8782,-2.2825,2.4442,0,-2.2249
"PA14_01290",-7.7435,-1.2275,-3.7877,4.0995,3.905,4.2972,-2.1112,-3.3256,2.515,1.024,2.1925,0.3372,1.4319,0,0.7984
"PA14_01300",-15.2001,5.2402,1.4438,3.3178,-11.0247,12.152,-2.979,-0.8656,7.9124,8.293,1.6911,-0.6231,0.0771,0,-1.3651
"PA14_01320",-2.3535,-1.8738,-1.9929,9.2754,-15.3588,12.9812,6.146,8.8054,1.5245,2.368,14.1418,6.064,1.5132,0,-0.309
"PA14_01330",0.1774,0.4434,0.425,-0.321,-1.1284,-0.1026,0.6789,-0.6843,-0.6908,0.0562,0.4957,-0.6718,0.232,0,-1.0046
"PA14_01350",-24.6037,-3.4504,8.6566,-10.8393,4.0537,-12.8933,-24.6037,4.3249,6.3958,-3.3453,3.3385,-4.4638,-14.1101,0,-12.3442
"PA14_01380",-7.6535,3.4043,-1.4436,0.0171,-6.2132,-2.048,3.1253,-5.387,-1.0725,-2.7159,3.8455,-4.5999,2.0765,0,-5.3307
"PA14_01390",-0.5812,1.412,-0.7146,-1.3819,0.0978,0.326,1.0464,-0.123,-0.5056,-0.1575,0.0991,-0.364,-0.197,0,-0.3881
"PA14_01400",1.0615,-0.1063,0.1628,3.087,-2.1406,-3.5523,-0.0409,0.2241,2.7838,-2.0227,-4.8202,3.4106,0.2412,0,3.3513
"PA14_01410",1.0876,0.1589,-0.3824,1.723,1.0299,1.784,0.6408,2.5237,2.3828,1.6221,0.8048,0.2812,-1.4082,0,0.5546
"PA14_01430",0.5784,0.883,1.1372,0.3938,-2.0084,0.1796,-1.4138,0.1289,1.6474,0.4794,-0.3371,-1.0614,-1.9021,0,-0.4585
"PA14_01440",1.1919,1.5608,0.9501,1.4037,-1.3352,1.1078,0.671,0.2638,1.0941,1.79,1.741,1.3845,1.2127,0,0.9264
"PA14_01460",-4.2068,4.307,-2.7763,-1.2543,-6.0737,1.4458,3.4866,1.2815,16.4695,0.9802,6.5045,4.5354,-1.5253,0,-9.1633
"PA14_01470",-1.5841,0.3385,-0.5397,-1.4785,-1.0402,-1.7482,-0.9182,-0.532,-0.0654,-0.3023,0.1854,-1.2336,-0.8927,0,0.0812
"PA14_01480",-0.8002,0.9228,-2.8105,-1.4229,-0.2445,-2.8105,0.5562,-1.4326,1.4091,0.0502,0.2761,-0.0541,-0.6748,0,0.3179
"PA14_01490",-0.175,0.1225,0.2317,-0.0489,-0.4893,-0.1869,-0.3053,-0.3277,-0.5286,-0.6193,0.6258,-0.3335,-0.1857,0,-0.5691
"PA14_01500",-5.3233,3.5243,3.3434,-14.6249,-1.8043,-1.0903,-3.16,2.0644,7.6834,-4.8416,0.2508,-4.0628,1.6381,0,-4.868
"PA14_01510",-0.077,0.6539,-0.0049,-1.3679,0.9623,0.5877,-1.2025,1.6909,2.5701,0.1667,-0.8559,-0.186,-0.3798,0,0.3681
"PA14_01520",2.3354,4.6065,-3.7627,-5.468,-1.5523,5.5879,4.2289,-2.9556,4.023,3.2348,2.9051,2.0247,-2.2634,0,-6.6388
"PA14_01540",-2.1324,1.9567,2.4972,1.1288,0.0387,-0.0609,0.2912,1.079,4.2197,3.3923,-0.1771,-0.5163,2.8204,0,3.4179
"PA14_01550",-4.676,-1.6848,-0.0697,1.0042,-4.676,-4.676,5.3747,-0.695,2.2531,5.9666,2.6616,-2.2046,1.9227,0,-0.8094
"PA14_01560",1.3505,-0.3575,4.4316,-1.5903,8.0976,2.2942,0.7598,4.9038,4.5456,-1.4902,4.4448,0.2604,2.4435,0,-7.2495
"PA14_01580",17.9583,-29.1365,-65.8472,26.4035,-12.8083,-15.6538,2.6067,-17.614,-17.2066,-39.83,27.7454,56.594,20.2417,0,-4.4756
"PA14_01600",-0.6342,-0.4906,0.3543,1.1227,-0.2257,-0.4556,0.0291,-0.1306,-0.2444,0.3146,0.4974,0.6282,-0.0681,0,-0.2626
"PA14_01610",0.7241,0.3863,0.7928,1.5684,-0.3132,0.4636,-0.1746,0.6003,-0.0019,1.0286,0.543,0.9046,0.3026,0,0.402
"PA14_01620",-9.3326,-1.5347,0.0051,-1.8609,-0.0759,-2.4528,0.34,-0.915,-3.1027,-3.0888,2.4994,-0.8038,-0.1457,0,-3.9772
"PA14_01640",0.6596,-0.6373,-0.1626,-0.3348,-1.454,-0.0499,0.6434,0.2061,1.5853,0.9273,0.725,0.6942,0.5494,0,-0.079
"PA14_01660",-3.3487,-2.6475,-4.3436,-0.0924,-0.3817,-2.8984,-2.427,-0.1526,-1.4185,-1.7675,2.5318,-2.0852,-2.7849,0,-2.3341
"PA14_01670",0.3676,0.4573,0.2266,1.3806,0.0889,1.4034,0.4811,1.8967,0.0412,0.2555,0.9885,-0.6745,0.1165,0,0.1748
"PA14_01690",-0.0693,0.2967,-0.6745,-0.0182,-0.2047,0.174,0.371,-0.2616,-0.1384,-0.2626,0.4628,0.3031,0.2908,0,-0.306
"PA14_01710",3.3967,-1.492,-1.1975,4.5594,-1.6437,1.6624,-2.2244,1.0771,-1.9981,-3.9844,-2.1642,1.2553,-3.0866,0,-0.8348
"PA14_01720",-0.2765,-2.1754,0.204,2.5274,-2.3327,-0.8582,-0.8564,0.439,3.1108,-1.4061,-1.3188,-1.6896,-0.5066,0,-2.1681
"PA14_01730",-1.0263,-0.4636,-1.3112,-1.7084,-0.2211,-0.366,-0.8411,-0.4953,-1.2084,-0.818,0.1923,-1.117,-0.1224,0,-1.0971
"PA14_01750",1.3474,3.0732,1.19,-4.6956,-1.1188,-0.9958,3.849,-2.1016,4.3278,5.3878,3.2845,1.6957,4.2497,0,3.9936
"PA14_01760",-0.055,0.2226,0.8336,-0.2751,-0.0226,0.3802,0.0282,0.6116,-0.85,0.5156,0.7797,0.4366,0.5711,0,0.6822
"PA14_01770",-5.7434,12.6569,-7.3172,-29.933,-3.3725,19.0237,7.0668,16.3207,-34.0822,0.1993,21.691,-1.5738,-8.61,0,12.1051
"PA14_01780",-0.4902,3.0266,-2.0225,-1.395,-2.07,-1.6753,3.1395,0.6116,-0.2391,0.4991,0.9832,-4.7143,0.5234,0,2.0736
"PA14_01800",-0.3191,6.1796,1.6635,3.3338,-2.4115,3.383,-4.676,5.3194,0.2364,4.0492,7.9188,0.2357,3.3217,0,0.5844
"PA14_01810",-0.6745,1.8788,0.2266,2.6185,-0.6745,-0.6745,0.7381,2.387,0.2659,1.5866,0.5871,0.4026,-0.6745,0,2.0934
"PA14_01830",1.6782,0.1182,-0.2396,0.1501,0.0792,-0.1706,-0.6739,2.1177,-1.3633,-1.0351,-0.7914,-0.4584,0.2487,0,-0.7454
"PA14_01860",-1.0261,-0.1129,0.4424,0.1524,-1.5939,0.6082,-1.5494,-1.219,0.0907,-0.3818,-1.2328,-0.046,-0.4176,0,-1.5249
"PA14_01870",-0.0546,-0.2872,-0.8042,-0.617,0.525,0.1155,0.5732,0.8489,-1.0846,0.0391,0.3282,0.5146,0.2851,0,-0.7837
"PA14_01890",-0.6745,0.5643,1.2588,1.0229,0.7148,1.1805,0.9151,1.4393,0.7434,1.1749,1.5579,-0.6745,1.5393,0,1.7005
"PA14_01900",-0.0713,-0.0194,1.0764,-0.6745,-0.2326,0.7382,-0.6745,-0.6745,0.5075,1.0313,0.5447,1.1626,-0.0332,0,-0.1396
"PA14_01910",0.1049,0.9261,0.2499,-0.0183,-0.1036,0.2193,0.1698,0.6196,0.564,1.0166,1.0501,1.3694,0.9892,0,-0.6745
"PA14_01930",-3.4533,-1.8582,-7.3289,-3.2964,-0.6389,-2.1393,-1.7737,-5.0322,-2.339,-3.0563,-2.9459,-1.6898,-3.4864,0,-4.9036
"PA14_01940",-2.0812,-0.1925,-1.994,-5.0544,-2.4772,-0.9858,-0.3658,-0.354,-3.3817,-4.8017,1.462,-2.4554,-1.243,0,-1.0937
"PA14_01960",-0.1062,-0.4736,0.2085,-0.6582,-0.8562,-0.6948,0.4156,-0.429,-0.888,-1.0766,0.2398,-0.7264,-0.1985,0,-0.8091
"PA14_01970",1.1257,-1.1193,0.0017,-0.444,0.1639,-0.5139,0.1627,1.3634,-4.2825,-3.525,-1.0837,-0.1267,-1.5163,0,0.8664
"PA14_01980",0.6378,1.3067,-2.2718,-1.4892,0.3236,-0.5052,0.2578,4.0705,-1.904,-4.0752,-3.904,1.4421,-1.7807,0,3.5155
"PA14_01990",-0.1104,0.3204,-0.9262,-0.1751,-0.738,-1.6321,-1.099,2.452,1.0029,-0.5234,-0.381,1.2003,-0.7929,0,0.825
"PA14_02010",0.532,0.7549,0.2318,0.6268,0.1437,0.6859,0.5548,1.396,0.4705,-0.1766,0.9743,0.2441,0.8254,0,0.5451
"PA14_02020",-0.4568,-5.2766,0.4105,-5.6906,-0.3144,-0.4162,-1.4208,-0.3885,-3.7197,-3.5094,-4.1845,-2.7634,-1.1225,0,-8.8124
"PA14_02030",-7.054,5.8691,-2.2149,2.5863,1.1113,-1.3475,5.4361,1.049,3.3208,7.1103,3.9467,1.3551,4.6447,0,0.7892
"PA14_02050",-0.3555,-0.365,-0.318,-0.9217,-0.6421,-1.0842,0.4377,0.3634,-0.5533,-0.2689,-1.5001,0.3732,-0.6348,0,-0.1008
"PA14_02060",-0.5076,-4.6418,1.9134,-5.9372,1.2187,-0.4844,-1.581,1.8834,-3.745,-0.2972,-3.3102,-2.8884,-1.2122,0,-4.438
"PA14_02070",-4.676,2.898,4.297,-2.0735,-1.4649,-2.0576,1.1019,-1.03,-1.011,4.8108,3.6316,-4.676,-2.3296,0,2.745
"PA14_02090",-11.296,-8.7684,-0.8894,11.3406,-3.3508,-2.2235,-4.5106,8.3358,1.6747,-0.9975,-5.9852,3.8537,-3.2832,0,2.8655
"PA14_02100",-0.6745,1.1683,0.2254,0.982,-0.134,-0.6745,0.1248,0.8194,0.498,1.5802,0.5028,0.9902,1.2236,0,1.3012
"PA14_02110",-2.0576,-2.9519,0.8538,-0.0526,-1.5126,1.2668,-2.9658,3.4934,-1.1633,-0.4107,-0.7323,0.3882,1.3773,0,-0.9053
"PA14_02130",-1.1909,3.0479,-2.2192,-5.7223,-1.1759,-2.0075,-2.2718,1.6416,-6.0883,-1.9398,-1.0179,-3.8701,-0.9916,0,-1.7319
"PA14_02140",0.6252,-10.4887,3.8637,-10.2748,5.7414,6.5428,8.4323,-3.7626,-20.2559,-3.7767,-5.4006,-3.5957,-6.2491,0,-11.088
"PA14_02150",-0.3852,0.7132,1.2108,-0.6857,1.0134,1.714,2.5415,0.4236,-0.451,1.5395,0.9452,-0.6499,-0.1762,0,0.6467
"PA14_02190",-0.6745,-0.6745,-0.0192,-0.1245,0.8326,-0.2065,-0.076,-0.1701,-0.2952,-0.1712,-0.3389,0.2033,0.3322,0,0.2656
