"","PRJNA291292:ampicillin:PA14","PRJNA291292:silver_nitrate:PA14","PRJNA291292:aztreonam:PA14","PRJNA291292:bleach:PA14","PRJNA291292:benzalkonium_chloride:PA14","PRJNA291292:carbenicillin:PA14","PRJNA291292:cefoperazone:PA14","PRJNA291292:ciprofloxacin:PA14","PRJNA291292:gentamicin:PA14","PRJNA291292:neomycin:PA14","PRJNA291292:polymyxin_B:PA14","PRJNA291292:povidone-iodine:PA14","PRJNA291292:tobramycin:PA14","PRJNA291292:water:PA14","PRJNA291292:H2O2:PA14"
"PA14_29980",0.1895,-2.0172,0.3974,0.7643,-0.7864,-0.1861,-0.3795,0.2484,-3.1996,-1.2228,-0.9775,0.1381,0.2264,-0.8391,0.519
"PA14_29990",0.5974,-1.9913,0.6158,1.0057,0.8656,0.3648,0.1528,1.023,-1.2841,-0.1132,-0.9368,0.3896,-0.2336,-0.794,-0.3015
"PA14_30010",-0.6589,-0.2504,-0.0968,0.2238,0.8422,0.9214,-0.479,0.0278,0.7622,0.5924,-0.18,0.9263,-0.2126,0.6751,-0.0328
"PA14_30020",-1.1435,0.0866,-0.5159,-0.4758,-0.6216,-0.1912,-1.1295,-0.4673,0.3258,-1.1294,1.383,0.2366,-0.5536,0.2342,-1.0474
"PA14_30040",0.2207,0.1411,-1.3737,-0.3893,-0.1044,-0.0419,0.9145,0.2632,0.0118,0.6576,0.8586,0.392,0.3159,0.322,-0.405
"PA14_30050",-0.2266,-1.2938,-0.3338,0.9374,0.4697,0.632,0.9174,-0.3684,1.4373,-0.126,-0.1678,0.9161,0.3654,-0.1255,-0.7878
"PA14_30070",0.1617,-1.3564,0.203,0.0128,0.5222,1.3329,0.2413,-0.2727,-0.6118,0.0166,1.4477,-0.9535,0.736,-0.6054,0.051
"PA14_30080",-0.3815,0.5338,-0.1172,-0.6178,0.4284,-0.1117,-0.6957,0.4247,0.086,1.1037,-0.1306,-0.671,0.5143,0.88,0.49
"PA14_30090",-0.0038,-0.3317,0.3395,-0.1024,1.2872,-2.3253,-0.5912,-0.5681,0.0795,-0.1495,0.1188,-1.1872,0.7109,-0.0881,-0.9568
"PA14_30100",-0.4484,0.2967,0.7425,-1.3449,0.2256,-0.4935,-0.4206,0.8705,-0.5273,0.2873,-0.6852,-1.4191,0.158,0.3803,-0.9543
"PA14_30110",0.3588,-1.9131,0.5045,-1.0139,0.4871,-0.3038,0,-0.1461,0.0014,-0.429,-0.3874,-1.3835,1.0674,0.5642,-1.7441
"PA14_30130",-0.2652,-0.6841,0.1643,0.4342,-0.3873,0.631,0.3246,0.2589,0.7778,0.1537,-0.1034,-0.456,0.4322,0.2403,-0.6877
"PA14_30140",-0.2482,-0.9343,1.0377,-0.0776,0.6603,-0.7091,-0.1618,0.2722,0.0319,0.048,-1.374,0.1412,0.6132,-0.4432,-0.8442
"PA14_30150",-1.2894,0.6776,0.1242,-0.8738,0.51,0.4081,-0.6681,-0.3896,-0.1315,1.075,0.0958,-1.2065,0.9646,-0.1367,-0.962
"PA14_30160",-1.154,-0.8121,0.2244,0.0525,0.7145,0.6524,-1.145,-0.566,0.3252,0.09,-0.5598,-0.867,0.3906,0.4524,0.0789
"PA14_30180",-0.2997,-2.7686,0.2106,1.0259,0.2574,0.3179,0.2765,-0.7595,0.1494,-0.7523,-1.0305,0.4273,0.2541,0.4392,0.1794
"PA14_30190",-0.522,-0.2961,-0.3511,2.1632,-0.5828,-0.1679,1.6651,-0.2321,-0.9664,-1.1127,-0.1169,0.9362,-0.087,0.1543,0.2324
"PA14_30200",-0.2136,0.7574,-0.321,0.0591,0.093,0.1099,-0.3803,-0.4969,0.5758,-0.8246,0.6932,0.2008,0.0564,0.1632,0.1218
"PA14_30210",0.1678,0.5355,-1.0072,-0.0205,-0.6446,-0.8682,0.4757,-0.7697,-0.0797,-0.7765,1.0749,-0.3806,-0.2068,0.7348,0.1845
"PA14_30230",0.4586,0.5052,-0.6686,0.0803,-0.1269,0.5738,-0.3124,-0.3062,0.2947,0.2974,0.542,-0.5988,-0.3698,0.1879,-0.1656
"PA14_30240",0.5167,-1.8726,0.3526,-0.7698,0.8156,-0.3452,0.2015,0.584,0.1023,-0.5134,-1.4443,0.1898,0.374,-0.5697,-0.2676
"PA14_30260",-0.0421,-0.816,0.8937,0.3466,-0.2375,-0.2898,0.1762,-0.8052,0.4257,-0.8668,-0.3258,0.5521,0.2961,0.0521,-0.0623
"PA14_30270",0.8645,-1.012,0.7154,-0.9677,0.271,0.0593,0.0694,0.4484,0.1993,-0.6886,-2.4254,0.324,-0.6956,1.0224,-0.5902
"PA14_30280",0.0288,0.6974,-0.7755,0.2628,-1.4069,-0.4994,-0.572,-0.4374,1.1202,0.501,-0.0387,0.0301,0.7419,0.6436,0.6144
"PA14_30290",-0.7431,0.797,-0.7247,0.2318,-0.4337,0.3886,-0.3837,-0.3913,0.1884,0.3844,1.0399,-0.3242,-0.0695,-0.0455,-0.1021
"PA14_30310",0.8196,0.5515,-1.3027,0.1428,-0.8346,1.0752,-0.7575,0.2477,-1.2351,-0.3116,1.339,-0.543,-0.1472,-0.7545,0.9836
"PA14_30320",-0.6071,-0.8448,1.0733,-0.2708,0.8136,0.302,-0.8482,0.6294,-0.7819,-1.7194,0.2904,0.0914,0.6146,-0.9624,0.2371
"PA14_30330",-0.8874,0.5748,-0.2949,0.2514,-0.329,0.0368,-0.9682,-1.2934,-0.7149,0.1111,-0.1421,-0.134,-0.6414,0.5314,0.2558
"PA14_30340",-0.1246,0.4209,0.9795,-3.143,-0.047,0.5316,0.0648,-0.3564,-1.0902,-0.1687,0.3084,-0.8436,0.8323,-0.2703,0.272
"PA14_30350",1.1967,-1.7126,-0.1482,0.9241,0.7356,-0.2936,0.71,0.2245,0.6514,-0.7082,-0.3655,0.309,-0.356,0.0965,0.7581
"PA14_30360",-0.1404,-0.7576,-0.3012,0.0712,-0.0093,-0.2079,-0.7569,0.2542,1.0196,-0.7846,0.7024,-0.7192,0.2364,0.4472,0.1905
"PA14_30370",0.4709,0.2484,0.4627,-0.3894,0.4107,0.4725,-0.1033,0.1744,0.892,-0.4042,0.3309,-0.6198,0.7646,0.6072,-0.6225
"PA14_30380",0.1448,0.8344,-0.0203,-0.1797,-0.2293,0.6428,-0.9566,0.2676,0.6278,1.655,-0.1179,-0.0482,0.1802,0.3218,0.8735
"PA14_30390",0.1611,0.2597,-0.3252,-0.9476,-0.583,0.6936,-1.3218,-1.2262,1.474,0.9119,1.1154,-0.6182,0.3094,1.1227,0.2602
"PA14_30400",-0.443,0.7378,0.4595,-0.6862,-0.2204,-0.1929,-0.1142,0.1854,0.7616,0.5209,0.4222,-2.036,-0.6566,1.2246,0.447
"PA14_30410",0.479,1.1673,-0.606,-0.4322,-1.0722,0.0471,0.1004,-1.2018,2.8479,2.0598,1.308,-0.1473,-0.6911,0.403,-0.2038
"PA14_30430",-0.4716,0.3211,0.3135,1.0412,0.132,-0.588,-0.8521,-0.9983,-0.4459,1.0065,-0.8456,-0.4639,-1.2071,-0.3286,-0.2665
"PA14_30440",0.3038,-0.78,-0.482,1.0549,-0.1496,-0.7015,0.0978,-1.1425,0,-0.1066,-0.6318,0.83,-0.4118,-1.8564,-1.0495
"PA14_30450",-0.501,0.7425,-0.3461,-0.6587,0.1229,0.28,0.7518,-0.5172,-0.2857,1.208,0.5724,-0.3461,0.7557,1.4282,1.0446
"PA14_30460",0.3786,-0.4706,-0.2154,-0.6359,0.0248,0.2789,0.2626,-0.1372,-0.1941,-0.4866,-1.9463,0.3707,-1.1215,-0.6745,-1.1784
"PA14_30470",-0.357,0.236,-0.372,-0.5716,-1.9949,-0.5062,-0.1775,0.2707,-0.9438,-0.6264,0.7608,0.6318,-1.1034,0.7663,-0.728
"PA14_30490",0.0297,0.9495,-0.2831,1.3786,1.4472,0.3452,0.3293,-0.2066,0.0255,-0.6036,-1.1929,-0.9916,-0.9546,0.1765,0.8278
"PA14_30500",0.6113,-0.5152,-0.8808,-0.366,0.5627,0.0655,-0.044,-1.3919,-2.009,0.5206,-1.5823,0.2974,0.757,-0.1676,-1.2548
"PA14_30550",1.0836,0.8778,-0.121,-0.7621,-2.0393,-1.4363,2.0393,0.1074,-0.5334,-0.1544,1.4307,0.59,-2.0393,-0.0442,-1.0077
"PA14_30560",1.0273,-1.4811,-0.7914,0.1043,-1.6241,-0.7579,-1.0759,-0.2653,-1.5204,0.114,0.4849,0.5265,0.0882,-0.0663,0.9352
"PA14_30570",-0.862,0.11,1.5467,-0.4539,0.1259,1.7561,0.5589,0.2846,-1.4287,-0.7073,-0.1896,1.3648,-0.8029,-0.4093,-0.4578
"PA14_30580",-0.0058,1.2565,-0.2136,0.3578,0.5466,-0.6066,-0.3213,-1.9295,-2.1868,-0.4302,0.9798,-0.2256,0.6997,-0.2536,0.0615
"PA14_30590",-1.3988,-0.6745,0.0911,6e-04,-0.6321,-0.2312,-0.5909,-0.2126,0.7706,0.2676,0.2072,0.4568,0.475,0.7352,-0.4756
"PA14_30600",0.3264,-0.801,-0.0794,0.3145,-1.0652,0.38,1.0355,-0.4703,-0.9321,-1.8974,0.246,1.0522,-0.5678,-0.3481,-0.616
"PA14_30620",0.3105,0.0148,-0.7796,-0.8253,0.6021,0.3036,0.147,0.5921,-1.456,-1.2434,0.034,0.238,0.334,-1.3144,0.8245
"PA14_30630",-0.0257,0.4065,0.467,-0.2288,0.2374,0.2255,-0.2002,-0.3618,-3.0972,-1.1941,0.4206,-1.1664,-0.608,-0.542,1.2655
"PA14_30650",-0.025,1.4013,-0.0094,-1.0972,-0.6518,0.0842,-1.1684,-0.4946,-1.6494,-0.0842,0.6348,-0.3939,0.0765,0.4502,-1.6364
"PA14_30660",0.0787,-0.968,-0.5851,-0.646,0.6464,-0.2439,-0.1704,-0.0224,-2.2906,-0.9036,-0.4618,1.1785,0.2958,-1.0771,-0.7786
"PA14_30670",-0.0924,-1.0889,0.1144,0.2754,0.7833,0.6135,-0.0649,1.3728,-0.7918,-0.1586,0.4992,0.8535,0.8003,-0.1507,0.1397
"PA14_30690",0.2526,0.7008,-1.1487,0.8039,-0.4578,-0.5629,0.1638,-1.0269,0.7612,-0.3254,0.4486,-0.5282,-0.0523,0.4241,0.5606
"PA14_30700",-0.1496,0.6782,-0.5026,-1.2775,0.6618,-0.7988,-1.0698,-0.1453,-0.6406,-1.3241,1.1161,-0.3909,0.5241,-0.1129,-0.5804
"PA14_30710",-0.428,-0.4702,-0.0718,0.6422,0.158,-0.6183,0.7181,-0.1872,0.7785,0.7384,0.2809,0.428,0.5841,-0.2134,-0.8754
"PA14_30730",1.0173,-0.6058,-0.581,0.5171,0.2518,-0.5714,-0.0412,-0.6005,0.5004,-0.8227,-0.3756,0.9174,-0.6564,-0.0331,2.4126
"PA14_30740",1.2196,-0.6745,0.5503,2.4203,1.8596,-0.618,0.6745,0,-0.6745,0.7426,1.1511,1.1259,-0.6745,0.6745,0.1582
"PA14_30750",0.1293,0.093,1.5833,-0.9272,1.0096,0.1994,-0.6088,-0.9056,-0.5808,-0.7268,-0.3083,-0.8152,1.0516,-0.17,-4.4222
"PA14_30760",-0.6385,-0.7871,-1.1171,1.0244,1.4469,-0.0505,0.0568,-0.8618,0.8544,0.7575,0.5264,-0.0539,1.6382,-0.0797,0.1139
"PA14_30770",-1.9274,0.6527,-0.7632,1.3213,-1.508,-0.2951,-2.26,-1.5681,1.1534,0.2057,0.3508,-0.0792,0.7408,1.1803,-0.0708
"PA14_30790",-0.18,0.361,0.637,-0.5132,-1.4731,-0.9497,-0.8485,0.7166,1.0994,0.1612,2.6766,0.1048,-0.678,0.4348,-0.862
"PA14_30800",-0.0862,-1.209,-1.1155,9.1688,-0.9446,0.3402,0.6966,-0.6748,0.7376,-0.4286,-1.702,0.5055,-0.246,-0.5599,0.4734
"PA14_30810",0.2602,-0.763,0.9505,-0.9992,-0.5514,-0.0834,-0.4454,-0.1989,0.589,1.6651,1.1918,0.6497,0.0413,0.8918,-0.0772
"PA14_30820",2.5906,1.3843,2.2423,-0.1216,0.3566,0.3732,0.3184,0.2822,-0.4382,-1.5297,0.5556,0.9872,-3.6932,-0.0432,-0.6037
"PA14_30830",-0.7493,0.4232,-0.6846,0.3717,0.1903,-0.5502,-1.0211,0.422,0.2915,-0.4486,1.2514,-0.4427,-1.1624,0.311,-0.2162
"PA14_30840",-0.3541,-0.2755,0.2836,-0.4101,-0.4102,0.8228,0.7228,0.277,-0.6212,-0.1038,-0.1338,1.2955,-0.0389,-0.8362,-0.1801
"PA14_30970",1.4951,0.4161,-0.6798,-0.433,-0.6252,-0.2062,2.192,-0.7934,0.4306,-1.2389,0.683,-0.2918,0,-0.4038,0.3512
"PA14_30980",0.5934,0.2503,1.3268,-0.6083,0.2338,-1.6433,0.0239,1.0889,-1.3388,-0.202,-0.3519,-0.4932,1.306,-0.7178,-1.3009
"PA14_30990",1.0871,-0.9386,-0.0698,0.5771,0.238,-0.0871,0.594,-0.3988,-0.1425,0.7333,-0.8123,0.051,5e-04,0.1448,-0.284
"PA14_31000",0.8933,-1.0956,0.3981,0.0872,0.271,-0.4231,-0.7276,0.2228,0.1366,-0.8733,-1.1567,0.5654,-0.406,-0.6073,0.2136
"PA14_31010",0.8502,0.0712,-0.2303,1.1303,0.1177,0.2962,0.7123,-0.158,-1.3768,-1.7362,0.7786,-0.049,0.5106,-0.0235,-1.2835
"PA14_31030",1.5257,-0.3738,0.2045,0.275,1.4972,-0.5564,-0.279,1.3695,-0.5222,-0.7479,-0.1155,0.473,-0.155,0.0756,-0.1682
"PA14_31040",2.4226,-1.2424,0.0449,0.1357,-0.375,-0.4387,0.3725,0.2266,0.3657,-0.539,-1.1522,1.137,0.1918,-0.6493,0.042
"PA14_31050",0.8367,1.2102,-0.505,-0.4863,-0.9308,-0.1899,-0.8731,0.4383,-0.1305,-0.6469,1.0587,-0.0727,0.2232,-0.0296,0.1267
"PA14_31060",0.2533,-0.6507,-0.6211,0.3398,0.4694,-1.5723,0.9286,-0.8453,3.7154,1.2392,1.4153,-0.0687,0.3026,-0.9563,-0.2548
"PA14_31130",1.5554,0.2735,0.8977,-0.1294,0.3238,-0.1881,2.1185,0.506,-0.3476,0.2855,-1.6212,-0.1864,0.2492,0.9135,-0.0452
"PA14_31150",-0.5519,0.404,0.5578,-1.1216,-0.0516,0.1363,-0.2805,1.3666,-0.0489,-0.0551,-0.6048,-2.1124,0.7538,-0.1828,1.4851
"PA14_31160",0.6891,0.3235,0.3924,-0.6215,-0.2109,-0.7438,-0.3562,-1.5259,-0.7004,1.0383,-0.2301,0.2112,-0.105,-0.1024,-0.1692
"PA14_31180",-0.3589,1.4718,-0.0539,0.71,-2.0478,-1.2568,-1.1469,0.3058,0.8306,-0.5026,-0.3445,1.0413,-0.9826,0.3854,-0.8671
"PA14_31220",-0.4435,0.2094,0.7466,-1.6886,-1.3773,0.9193,-0.7732,0.5256,-1.0095,-0.1361,0.371,0.4552,-0.1214,0.2048,0.2062
"PA14_31230",2.2119,-2.0458,0.8662,0.2517,0.0584,-1.1263,0.1376,-1.0071,-1.5926,1.1552,-0.3854,0,0.1947,-1.4613,-2.0294
"PA14_31240",0.8708,-0.4747,0.5626,-0.3609,-0.2708,0.3119,-0.4516,0.2074,0.5773,0.3612,-1.7371,-0.232,-0.9094,0.1598,-0.6312
"PA14_31270",1.6918,0.4027,-0.2324,0.9502,-0.0135,-1.2869,2.0307,0.9873,0.1091,0.0823,-0.2452,-0.9283,-0.1986,0.2984,0.1326
"PA14_31280",0.7476,-0.3986,-0.263,0.5882,0.5946,0.7123,0.437,-0.5644,0.3514,-0.4214,-0.106,0.5308,0.3944,0.5992,-0.2767
"PA14_31290",-0.4268,0.0178,-0.0898,0.188,-0.3268,-0.5071,0.0264,-0.2402,-0.0886,0.014,0.1444,0.4945,0.1638,-0.22,-0.7895
"PA14_31300",0.5447,0.4869,-0.524,-1.2225,-0.4946,0.1261,0.1857,-0.6745,2.2567,1.702,1.6031,0.4741,0.1916,-0.1146,-1.0196
"PA14_31310",-0.8433,1.288,0.1214,0.2095,-0.0401,0.7854,0.0884,-0.6745,1.1959,-0.5539,0.0157,-0.1627,0.7023,-0.5794,0.2143
"PA14_31330",-0.7729,-0.457,1.0422,1.0738,-1.4097,0.8939,0.9556,-0.1987,0.4664,-0.158,-1.0806,0.664,0.2756,-0.3418,-1.3704
"PA14_31350",0.9444,0.0627,-0.4809,-0.4294,-1.0914,-0.3134,-1.1801,-0.173,0.0328,0.3986,-0.1426,-1.1954,-0.2709,1.213,-0.7776
"PA14_31360",-0.2832,-0.6745,0.3588,0.665,-0.0783,-0.356,0.3166,0.4569,-0.6745,-0.1423,-0.6745,0.2034,-0.6745,0.2511,-0.1423
"PA14_31370",0.6329,1.1009,0.0733,0.2293,-0.106,0.1336,-0.6345,0.1694,-1.2862,-0.9198,1.587,-0.5076,-0.3425,0.3023,-0.6068
"PA14_31380",-0.4102,-0.3534,1.1582,-0.7484,-0.2612,-0.4317,0.5232,0.5014,0.9398,2.7898,-0.3545,-0.3135,0.6834,0.0091,-0.3554
"PA14_31390",2.6825,-0.4159,-2.1723,0.2856,0.6732,-0.0384,0.9895,-0.4996,-1.3018,0.2488,0.1825,-3.1869,-0.2011,1.4306,0.3766
"PA14_31400",-1.6145,0.8946,-0.2454,0.0594,0.287,0.0988,-0.9806,-1.5635,-0.7867,0.287,-0.0414,-0.7848,-0.0957,0.0704,-0.433
"PA14_31420",1.1027,-1.0583,-0.2883,0.2002,-1.1168,0.1191,0.9304,0.5962,0.7258,0.0804,-1.0697,-0.3391,0.0386,0.3228,0.7766
"PA14_31430",-1.1362,0.7244,-0.8006,-0.0542,-0.5022,0.7468,-0.3882,-1.2381,0.9349,1.804,0.7595,-1.2108,0.6023,0.2536,-0.0061
"PA14_31440",0.135,1.4327,-0.3899,0.7384,-0.1478,0.2244,1.3215,-0.0924,0.6296,0.7969,-0.8664,-0.0318,-1.1909,-0.047,-1.0302
"PA14_31450",0.3002,0.4774,0.0566,-1.0352,-0.0022,-0.2395,-0.4814,0.1866,-0.2367,-0.48,0.4996,-1.0352,-1.0352,0.4616,-0.504
"PA14_31460",1.9306,1.1725,1.0858,-0.0789,0.1952,-0.5382,0.4867,-1.0515,-0.2786,-0.5078,-0.2525,0.5698,-0.592,0.0023,-2.1075
"PA14_31470",-2.2972,0.1488,0.0581,-0.0361,-0.2186,-1.6787,0.2716,-0.36,0.3433,0.063,1.0998,0.543,-0.0728,1.9336,-0.7848
"PA14_31480",0.8868,-0.2557,0.3116,-0.9318,-0.0314,-0.3395,-0.3302,-0.2241,0.4291,-1.2683,-0.2747,-1.35,-0.8713,0.5239,-0.0935
"PA14_31500",-0.4065,-0.937,0.4789,-0.3733,-0.4685,-0.0519,0.1289,0.2083,0.404,0.291,-0.2224,-0.2556,-0.2556,0.937,-0.0746
"PA14_31510",0.8482,-0.699,0.1135,0.4822,0.8208,0.3386,0.0504,-0.0425,-0.161,-1.1538,-1.1221,-0.7514,-0.5286,-0.4641,-0.2226
"PA14_31530",0.3928,-1.3975,0.6093,-0.3257,-0.8481,-0.3622,1.0717,-0.1057,-1.1734,-1.5627,0.799,0.5335,-0.279,-0.6458,-0.2803
"PA14_31540",-0.7344,0.4201,0.475,-0.2076,-0.454,-1.3848,0.7963,-0.3617,-0.4783,-1.4591,-0.6751,0.7546,0.2792,0.7246,0.2435
"PA14_31560",0.1169,-0.3187,-0.389,0.8582,-0.811,0.3723,0.6781,0.5916,2.7926,1.2452,0.0583,0.3839,-0.5992,0.6947,-0.4519
"PA14_31580",-1.1834,-1.0068,-1.3832,1.1264,0.1888,0.2498,-0.5931,0.0687,0.7228,0.2373,-1.0949,0.8539,-1.0599,1.1688,-0.7946
"PA14_31610",-0.2406,2.6215,-0.7034,-0.2531,-0.6515,-0.4545,-1.5758,-0.5414,2.9307,2.0497,2.4354,-0.2317,0.4506,0.3146,0.384
"PA14_31620",0.5919,-0.778,-1.9048,0.8198,-1.3503,0.2573,-0.5496,1.4024,0.079,0.4031,-2.4682,1.0128,0.2746,1.0515,-0.3471
"PA14_31630",1.5318,-0.5644,-2.3299,-0.288,0.939,0.2394,-0.6974,0.2356,1.3783,0.8445,-0.2207,-0.7886,0.5346,-0.1293,0.2662
"PA14_31640",0.45,-0.1929,-0.2257,-0.1804,-0.533,-1.5636,-0.4186,-2.36,0.529,-0.1948,0.2378,-2.1355,0.7872,0.1073,0.2928
"PA14_31650",0.3643,-0.8392,0.0634,1.375,0.5977,-1.0244,1.1236,-0.2721,1.1966,0.2522,-0.9164,0.6905,0.2148,0.7769,0.008
"PA14_31660",0.1049,1.5525,0.638,-0.1417,-0.691,0.6353,-0.0501,-0.5245,-0.3368,0.8066,0.1134,0.4286,0.956,-0.3044,-0.1338
"PA14_31680",0.2817,0.2412,0.124,-0.2146,-0.1417,0.4896,-0.2362,-0.757,-0.4419,1.0284,0.5906,-0.2338,-0.6351,-0.4534,0.434
"PA14_31690",0.5294,1.2744,-0.5894,0.5268,0.0161,0.4566,-0.6421,-0.7934,-3.1336,-2.1019,-0.3443,0.0346,-0.0783,-0.8524,2.0274
"PA14_31700",-0.9784,1.1854,-0.1531,-0.887,-0.986,-1.1584,-1.3049,-0.8112,0.9617,0,1.6522,-0.6894,0.7264,0.2468,0.1618
"PA14_31720",0.5846,0.5841,1.01,-1.0035,0.2866,0.6315,-0.1538,2.3598,0.7789,-0.507,0.0696,-0.3424,-0.3747,-0.0978,2.6955
"PA14_31730",-0.068,-0.7168,0.6028,-0.8686,0.2965,1.0455,-0.2825,-0.0392,-2.0064,-0.097,0.6243,-0.0901,0.365,0.1106,1.9403
"PA14_31740",1.3226,0.3611,0.4148,-1.3902,-0.5806,0.4731,1.5596,-0.1359,-2.6061,-1.0502,-1.0502,0.4195,0.671,-0.9863,2.017
"PA14_31750",1.7044,0.427,1.4166,-0.6531,-0.9296,0.4093,1.3121,0.1898,-1.4034,-0.1492,-0.5649,-0.2037,0.3068,-0.3289,-0.0809
"PA14_31760",0.3256,0.5741,-0.529,-0.8888,0.7762,1.0408,-0.7298,0.0409,-0.2016,-0.5392,0.262,0.3126,-0.0889,-0.6151,1.6015
"PA14_31770",0.3568,0.9842,-1.6147,1.1732,-1.557,0.0735,-0.3479,0.9692,-0.578,0.6039,0.0433,-0.0639,0.4212,1.4464,-1.4261
"PA14_31780",0.7166,-0.2036,-0.6533,-0.1403,0.3548,0.4999,-0.5796,-0.3129,0.5063,1.4659,-0.372,-0.1652,0.9564,-0.221,-0.3616
"PA14_31800",-0.0045,-0.9701,-0.9015,0.4096,-0.2298,0.8201,0.3218,-0.3812,0.8779,1.9906,-1.5309,1.0188,0.5975,-0.1679,-0.4809
"PA14_31810",0.5214,0.3126,0.3213,2.7331,-1.8865,0.6814,-0.1382,-0.2439,0.7924,0.7306,-0.1206,0.0536,-0.966,-0.1924,0.8261
"PA14_31820",-0.505,-0.4208,-0.2343,-0.4727,-0.3058,0.0602,1.0197,0.0359,0.5632,0.3598,-0.4628,0.4657,-0.3585,0.498,-0.3198
"PA14_31840",-0.6772,0.3557,0.073,-0.3102,0.4938,0.695,0.6533,-0.5906,-0.0803,0.8101,0.5552,0.1112,0.0321,-0.5361,1.6993
"PA14_31850",-0.6855,0.3746,0.8442,-0.1412,-0.3244,-0.8632,-0.9197,-0.818,-0.4325,-0.7786,-0.8808,0.4314,-0.7558,-0.7714,-1.1602
"PA14_31870",1.7529,-1.5657,0.2732,0.6856,-1.1628,0.0878,0.1928,0.0674,0.1339,-0.0066,0.2153,1.0974,1.5557,-0.7796,0.2235
"PA14_31890",0.522,0.1051,0.0514,0.7136,-0.1111,0.9908,-0.1575,-0.092,-0.3053,-0.0449,1.0333,-0.2984,0.067,0.0654,0.1681
"PA14_31900",0.3718,0.0148,-0.6516,1.0749,-0.0257,0.9156,0.2068,0.1102,-1.572,-0.6692,0.2701,-0.0664,0.0082,-1.0711,1.2282
"PA14_31920",-0.0396,-0.1811,1.3397,0.2288,-0.5145,0.0783,0.4997,-0.5129,-1.7418,0.6613,-0.1215,0.5772,-0.477,-0.6228,-0.451
"PA14_31930",-0.3732,1.3694,-1.1133,-1.2153,0.2847,-0.1769,-0.5398,-1.1235,-0.3062,-0.7852,0.3061,1.8005,-2.4674,-0.6745,-0.8964
"PA14_31950",-0.6194,-0.627,1.4175,0.354,0.528,1.2631,0.2652,-1.2938,0.8348,0.083,-1.2405,-0.9212,-0.9753,1.8965,-0.8846
"PA14_31960",-0.145,0.0284,-0.9308,1.2119,0.2244,0.8433,-0.7128,-2.2858,2.2598,0.823,0.8036,0.2487,-0.173,0.4307,-1.7303
"PA14_32060",-0.3598,-0.1554,0.3811,-0.8762,-0.0546,-0.5161,-1.2121,-0.6305,-0.6418,0.3627,-1.2356,-0.5235,0.0817,-0.3594,-0.0542
"PA14_32160",1.2047,-0.7222,-0.1332,-0.6723,0.4592,1.0563,1.3403,-0.578,0.4548,-0.152,-0.0446,0.203,0.1853,0.9169,-0.4118
"PA14_32190",-0.3897,-0.0161,-0.6036,1.5591,-0.6058,0.5328,-0.6489,-0.6132,0.102,0.9455,-1.1165,1.2793,-0.7,0.1258,-0.2259
"PA14_32200",-1.0281,-0.9695,-1.201,-0.3486,-0.7704,-0.4589,-0.1629,0.6849,1.1621,0.2008,1.0357,-1.9627,-0.6441,0.6441,0.2777
"PA14_32250",0.2234,1.7121,-0.0305,-1.1683,-0.6474,0.2186,1.1683,0.5025,-0.5641,0.2122,-0.6289,1.1572,-0.0039,-0.3018,-0.6147
"PA14_32270",2.2195,-0.1702,-2.8446,0.6971,0.4789,-0.8497,-0.8011,-0.0307,-1.2466,-0.0576,-0.2469,-1.0158,-0.2186,-1.1594,-0.5861
"PA14_32290",-1.3156,-1.0256,-0.2728,-0.1294,-0.3889,0.2896,-0.5709,0.4734,-0.944,0.2543,-0.1442,-0.8164,1.2763,0.224,0.806
"PA14_32300",-1.7529,-0.2503,1.2084,-0.6839,0.5927,0.1046,0.291,0.9672,0.0101,1.0909,-0.8097,-0.2495,-0.5298,0.0914,0.8327
"PA14_32310",0.6724,1.3274,-1.3692,-0.0816,-0.5549,-0.6566,-1.9825,-0.3051,-0.4052,-0.6671,2.0116,0.2812,0.2292,0.567,-0.452
"PA14_32330",0.3912,0.6664,-1.6536,-1.5631,0.1742,-1.6457,-0.8642,-2.8481,-2.1086,-0.4057,1.2251,-0.1543,-0.8132,-0.1137,-0.4388
"PA14_32360",-0.6477,-0.7592,0.2034,0.8982,-0.9534,-0.3902,0.0051,-0.2529,0.1731,-0.153,0.6205,1.2195,0.591,0.9056,-0.6165
"PA14_32370",1.0809,-0.1305,-0.5594,0.2148,-0.7126,-0.409,0.7073,-0.9794,-0.6298,0.5714,0.8824,-0.7073,-1.4941,0.2106,1.2888
"PA14_32380",0.657,-0.333,-0.829,8.1209,-0.7678,1.0768,-0.4805,0.558,-0.3424,0.5576,-0.2082,0.7998,-0.0662,-0.655,2.4642
"PA14_32390",-0.0349,-2.4947,-0.5278,10,-2.0888,0.4214,-0.6749,0.8136,-0.0116,-0.0557,-2.1468,-0.4514,0.1554,-0.499,2.714
"PA14_32400",-0.3048,-2.023,0.5844,7.2382,-0.8437,0.2502,0.7208,-0.7562,0.7164,-0.3471,-1.1091,-0.712,0.1003,-0.2516,1.674
"PA14_32410",-0.8396,0.3142,-0.7051,1.0429,1.1873,-0.4662,-0.2129,0.0977,-0.2726,-0.0545,1.5849,0.0072,0.8208,0.2624,-1.3524
"PA14_32420",-0.1948,0.1362,0.3544,3.6444,-0.177,0.6458,0.8628,-0.4488,0.8311,0.79,0.5364,-0.278,0.1989,0.4469,0.1594
