"","PRJNA291292:ampicillin:PA14","PRJNA291292:silver_nitrate:PA14","PRJNA291292:aztreonam:PA14","PRJNA291292:bleach:PA14","PRJNA291292:benzalkonium_chloride:PA14","PRJNA291292:carbenicillin:PA14","PRJNA291292:cefoperazone:PA14","PRJNA291292:ciprofloxacin:PA14","PRJNA291292:gentamicin:PA14","PRJNA291292:neomycin:PA14","PRJNA291292:polymyxin_B:PA14","PRJNA291292:povidone-iodine:PA14","PRJNA291292:tobramycin:PA14","PRJNA291292:water:PA14","PRJNA291292:H2O2:PA14"
"PA14_00010",-0.4565,1.7807,-0.2617,-0.4116,-0.1839,-0.5976,-1.272,0.6056,-0.6018,-0.7221,2.1403,-0.6048,-0.4974,0.387,-0.4116
"PA14_00020",0.217,-0.2071,0.51,-0.226,0.2412,0.3312,-1.0548,3.6304,-1.0267,-0.2213,-0.5778,-1.0965,1.2746,-0.6914,-1.1207
"PA14_00030",-0.0172,-0.0484,-0.6976,-0.5498,-0.3846,-0.8289,0.3605,1.1361,0.8228,0.2236,-0.533,-0.2068,-0.1465,0.6632,-0.0064
"PA14_00050",-0.1252,-1.1698,0.8564,-1.1128,1.1047,-0.1674,-0.3554,3.3152,-0.433,-0.3773,0.3727,-0.3386,0.0422,0.3236,-2.4769
"PA14_00060",0.6884,-0.489,0.2244,-1.2791,-0.7034,0.6166,-0.2068,1.6925,-0.215,-0.3754,0.2432,-0.2694,0.5065,-0.749,-0.7889
"PA14_00070",0.8152,-0.2825,-0.0206,-1.5419,0.0076,0.0731,-0.4394,1.3476,0.3686,0,-0.0191,-0.1254,-0.049,0.5579,-1.2948
"PA14_00080",1.1637,-0.5781,0.1621,-0.51,-0.3193,-0.5762,-0.4883,0.348,0.644,-0.0948,-0.8422,-1.0663,-0.7101,0.4942,0.8062
"PA14_00090",0.3676,-0.454,0.9851,-1.7112,0.0691,0.1458,-0.9934,2.2958,-0.3574,0.4512,0.501,-1.1036,-0.124,-0.5864,-0.8882
"PA14_00100",-0.1921,-0.1748,0.261,-1.6647,-0.5125,0.129,-0.6562,1.6101,0.7942,1.3941,-0.3434,0.01,0.2618,-0.0121,-0.9712
"PA14_00110",0.0177,-1.066,0.4612,0.4054,0.3668,-0.7405,0.8022,0.8754,0.9743,-0.8046,-1.3687,-1.7696,-0.0118,0.0921,0.5308
"PA14_00120",0.2448,-0.693,0.1101,-0.3863,0.095,0.5273,-0.4799,1.5476,0.7875,-0.1829,-0.8583,0.3114,-0.2815,-0.0291,-0.6899
"PA14_00130",0.6145,-0.5472,-0.6062,-0.8377,-0.4744,-0.7013,0.1162,0.8318,0.6762,-0.6792,0,-0.518,1.1041,-0.2703,-0.8001
"PA14_00140",0.7263,-1.466,0.6996,-1.0691,0.5722,-0.7572,-0.0854,0.4994,-0.5378,0.181,-0.4851,-0.3613,0,-0.5314,-0.7853
"PA14_00150",-2.3656,-1.7974,1.0061,0.9811,0.0514,-0.059,0.8343,-0.1368,0.3093,0.7629,-0.3092,-0.2275,-0.1348,-1.1652,-0.7744
"PA14_00160",-0.0539,-0.3078,0.9657,-0.3524,2.3902,-0.12,0.495,0.8185,-0.5728,0.9001,-0.0018,-0.4229,0.7039,0.0875,-2.5073
"PA14_00170",0.2464,-0.6981,0.4538,-0.2096,0.4796,0.4132,0.5222,1.4303,-1.3077,0.0388,-0.9175,0.3062,0.751,-0.3893,-1.46
"PA14_00180",0.2657,-0.362,0.5287,-0.5124,0.0675,-0.7108,-0.3654,1.7609,-0.2178,0.1106,0.1393,-0.0836,1.5734,0.3708,-1.9641
"PA14_00190",-1.7439,-0.3862,1.6875,0.172,0.879,2.5044,-1.5096,1.7229,0.0544,0.3674,-0.5522,-0.8722,0.6693,0.2019,-0.6596
"PA14_00200",0.3919,0.2646,-0.6234,-1.5369,-0.4837,-0.4114,-1.4674,0.8735,0.6568,-0.2477,2.1288,-0.6061,7e-04,0.1183,-1.62
"PA14_00210",-0.3676,1.1599,0.1506,-1.4686,0.1836,0.8513,0.3402,1.5337,0.6387,-0.875,1.298,-0.4356,1.1228,0.5098,1.0516
"PA14_00230",2.0979,-2.6132,-0.8113,-1.4135,-1.3178,-0.1698,-1.0053,0.4356,0.8176,1.3489,0.1608,0.3102,-1.4135,0.285,0.8206
"PA14_00240",1.0832,-1.4047,-0.4344,-0.906,0.9478,1.6271,-0.2601,0.7571,-0.6745,0.9734,-1.432,0.1333,1.3568,0.0219,1.6198
"PA14_00250",-0.0386,-0.5157,-0.0897,1.3402,-0.2554,0.9453,-0.3693,0.042,0.9564,0.6709,-0.572,-0.5835,-0.8518,1.6548,0.8113
"PA14_00280",-1.4979,0.1097,0.7153,-0.8046,-0.1582,0.4489,-1.3313,1.5811,0.1612,-0.6759,-0.0155,-0.7958,0.4639,0.362,-1.2811
"PA14_00290",0.5244,-0.4752,-0.4776,0.1298,-0.378,-1.644,0.8666,0.9342,-0.0234,-0.7213,-0.1147,0.6328,0.6768,-0.2168,-0.2437
"PA14_00300",-0.5929,2.1538,-0.5962,-0.8824,-0.5066,-0.3077,-0.0958,-0.0658,-0.6984,-1.5374,1.6052,0.8409,0.5596,-0.3311,-0.0484
"PA14_00310",-0.236,-1.0937,1.6401,-0.4626,1.1172,0.1906,-0.7178,0.301,-1.0005,0.2427,-0.8662,1.4718,-2.0597,-0.8277,0.875
"PA14_00340",0.127,-0.755,-1.3596,0.6232,-0.9247,1.3078,0.9454,0.1748,-0.6333,0.1194,-0.9551,-1.9793,0.0702,1.2087,0.614
"PA14_00380",-2.1882,0.3047,0.1521,0.6726,1,0.201,-0.4758,-1.9459,-1.0507,-2.3718,-0.3606,-0.0636,0.5201,-0.7331,-1.1103
"PA14_00400",-0.6172,0.8192,-0.2836,-0.4519,-0.1471,0.8423,-0.0946,0.0865,1.2066,1.0315,0.457,-0.3329,-0.2889,0.2818,-0.4943
"PA14_00410",0,0.6638,0.059,-1.1598,-0.9428,0.6918,-0.4698,-0.1936,0.1767,1.2495,-0.115,-0.3928,0.0645,0.2772,0.2373
"PA14_00420",-0.3651,-0.3714,0.4769,0.1753,0.7071,0.3158,0.3714,-0.9207,0.0764,-0.0342,-0.6214,0.6256,-1.4172,0.5836,-0.6138
"PA14_00430",0.6438,-1.3477,1.076,0.0224,1.2508,-0.6678,1.0229,1.1775,0.2004,0.0914,-1.489,-0.8189,-1.2416,-0.1074,-0.8144
"PA14_00440",0.916,1.4067,-1.3922,-0.0379,0.2489,0.0138,-0.0517,0.0897,-0.7366,0.186,-0.4734,0.1045,-2.2854,-0.6187,1.0433
"PA14_00450",0.1544,-0.1005,0.5062,1.0006,-1.1819,0.73,-0.3292,-0.4954,0.3964,0.2878,-0.223,-0.0214,-0.2586,-0.0916,-1.2533
"PA14_00460",-1.0471,-0.5578,-0.0704,-0.2932,-0.5959,0.1588,-0.9524,-1.0589,0.8628,0.7267,0.129,0.1316,0.238,0.2427,-0.7423
"PA14_00470",0.1296,-0.0379,-0.4004,0.7085,-0.2343,0.3648,2.8898,1.3663,2.1959,-0.6144,1.3599,0.0934,-0.8496,0.5145,-0.9333
"PA14_00480",0.1918,-0.1668,0.6708,-0.952,0.8037,0.3427,0.1382,1.118,0.5853,-0.7632,0.364,0.0174,0.1999,-0.3792,-1.3711
"PA14_00490",-1.4013,0.5634,-0.1142,-0.494,-0.5874,-0.699,-0.3548,0.49,-1.0035,-1.4101,0.1738,-0.2297,0.4372,0.0383,1.9322
"PA14_00510",0.7106,-0.6738,-0.3691,-1.3451,-0.1218,-0.6328,0.4991,0.4614,-0.0044,-0.3017,0.2319,-0.9096,-0.3496,0.5236,3.2338
"PA14_00520",1.4835,-0.5574,-0.335,0.6495,1.2579,0.2242,0.3908,1.1302,0.9472,-0.1554,-0.9111,0.8994,-0.4141,0.0865,0.8812
"PA14_00530",-0.1674,-1.5801,-0.1307,-0.2257,0.9152,-0.1667,0.5609,1.8513,1.392,-0.0949,-1.1722,-0.7842,0.4438,-0.9926,-0.4548
"PA14_00550",-0.7505,-0.5869,0.095,-0.8253,-0.6103,-0.5678,0.1559,1.0236,-2.0072,0.732,-1.0438,0.2864,-1.4188,-0.1258,0.3564
"PA14_00560",0.5746,-0.5036,0.9587,2.5688,0.8602,0.2618,-0.407,-0.0113,-1.3794,-1.4179,-0.2154,-0.4933,-0.3567,-0.8515,-0.666
"PA14_00570",0.7801,-0.6487,0.6022,-0.442,-0.5987,-0.0523,-0.2858,1.2422,0.1263,-0.4902,-1.2181,0.1652,0.0547,-0.5614,0.7844
"PA14_00580",-0.3473,-0.1065,1.3762,-0.594,0.2094,0.5466,0.2822,1.3222,-0.238,-0.1187,-0.7156,-0.1365,0.7071,-0.6155,-0.0432
"PA14_00590",-0.6902,0.1532,0.956,0.2063,0.5921,0.2414,-0.711,0.9986,-2.0305,-0.6998,0.2777,-0.7442,-0.2466,-0.78,-0.5292
"PA14_00630",0.1691,0.3729,0.3516,-0.531,-0.7924,-0.5726,0.3756,0.0383,0.1737,1.2421,-1.3673,-1.3673,-1.3673,0.6629,0.4966
"PA14_00640",0.1733,-1.1508,0.3306,-0.1817,-1.1508,-0.5926,-0.5606,0.6808,0.6761,0.1482,-0.395,-0.6552,-0.4301,0.3591,-0.5687
"PA14_00660",-0.2397,-0.0024,-0.5722,0.4438,-0.53,0.2124,0.2206,0.742,0.1798,-0.1482,0.1192,0.9571,-0.0374,-0.3603,-0.0047
"PA14_00670",0.0742,-1.4292,-0.3232,1.1856,0.5586,-0.1966,0.0146,-0.7717,0.3656,1.0162,-0.2947,-0.511,-0.4957,-0.8281,0
"PA14_00680",-0.2493,0.4614,0.6336,-0.5515,-1.3102,0.8631,-0.6598,0.2802,-0.8242,2.1174,0.988,0.1077,1.0423,0.2529,-0.0015
"PA14_00690",0.2299,-1.7744,-0.0895,0.1578,0.3627,0.7468,-1.1639,0.2607,-0.2202,0.6106,0.2201,-1.2108,0.6023,0.9004,-1.7744
"PA14_00710",-0.0804,1.3477,0.051,0.3408,0.6876,0.4996,1.1213,1.2731,-0.0094,-0.9224,3.3724,-0.0624,-0.2858,0.1319,-0.3089
"PA14_00720",1.0796,-0.0071,0.9576,-0.4996,0.0537,0.5772,1.4857,0.5115,0.5693,-0.4906,-0.6997,-0.5042,-0.7183,0.8452,-1.5527
"PA14_00730",-0.526,0.9341,-0.2734,0.2882,0.2945,0.1111,0.567,0.5614,0.3986,-0.3338,-0.4867,-0.1562,-0.1659,0.5196,-0.1562
"PA14_00740",-0.9447,-0.2074,-0.4387,-2.5605,-1.1783,0.869,-0.4236,1.8589,0.8952,-0.3737,1.2694,-0.5252,0.3076,0.0377,-0.3852
"PA14_00750",1.2542,-0.2288,-0.4072,0.5414,-1.0441,-0.3144,-1.6257,-0.1921,1.0966,-0.3988,1.0686,0.1187,-0.0225,-0.1756,-0.915
"PA14_00760",0.0498,0.3136,0.9868,-0.6015,0.2553,0.4848,1.22,0.2089,-0.8398,-0.7395,-0.767,-1.5788,-0.1573,-1.0188,0.832
"PA14_00770",-0.8019,-0.1186,0.0402,0.0287,0.8619,-0.5362,0.1158,0.2254,-0.0277,-0.6204,-0.406,-0.5563,-0.1608,-0.3992,-0.5421
"PA14_00780",-0.0308,-0.6833,-1.3669,-0.6594,0.9206,-0.1395,1.3615,0.6886,0.1202,0.5573,-0.3561,-0.2529,0.2337,-0.0094,0.5872
"PA14_00790",-0.2758,0.1418,-0.5729,-0.1187,0.196,2.2566,-0.439,1.0497,2.2929,2.145,-0.1778,-1.286,0.0406,0.2373,0.326
"PA14_00800",1.2076,0.2655,-0.0242,-0.2372,0.1486,0.3969,-0.4534,0.4413,-0.2774,0.1596,0.4027,0.5622,-0.4656,-0.226,0.5232
"PA14_00810",0.4134,-1.1252,0.3369,-0.0667,-0.2544,0.1807,0.9424,1.9488,0.5386,2e-04,-0.4062,8e-04,-0.0281,0.3146,1.408
"PA14_00820",0.2655,0.9652,0.6401,-2.5478,-0.06,-0.174,0.0255,2.8427,-0.1352,-0.1478,-0.8012,0.1976,-0.5679,-1.2742,9.3229
"PA14_00830",-0.1225,1.378,-1.1594,1.0022,-0.4215,0.685,0.786,1.0889,1.0257,-0.1772,-0.4782,-0.1168,-0.5535,0.7426,2.624
"PA14_00850",-0.6932,0.6809,-0.1458,-0.265,-0.5308,0.03,0.4812,0.3864,-0.4512,-0.7044,-0.4812,-0.3834,-0.4512,-0.2542,1.0977
"PA14_00875",0.0299,-0.3294,-0.0202,0.1253,1.3045,-0.2656,0.2992,1.5331,-1.8301,-0.3375,-0.5045,0.3783,-1.4499,-0.7356,4.0918
"PA14_00890",0.6564,-0.6329,1.3983,-0.4035,0.4384,-0.2429,0.514,1.5777,-1.623,-1.3676,0.0877,-0.3434,-0.9837,-0.1286,2.9799
"PA14_00900",0.8444,0.1897,0.3598,-0.438,0.5679,0.6612,0.1894,0.3712,-0.6902,-1.0173,-0.4765,0.0227,0,-0.2392,2.1962
"PA14_00910",-0.3293,0.1576,0.6335,-1.6189,0.207,-0.0804,0.1581,0.8735,-0.6686,-1.9886,-0.292,0.0194,-0.5607,-0.6362,3.7661
"PA14_00925",-0.0653,-0.4483,-0.0119,1.0994,0.105,0.2816,-0.0558,-0.2697,-0.567,-0.7202,-1.3184,1.2203,-0.1523,-0.3482,3.5657
"PA14_00940",-0.7783,1.2317,-0.2258,-1.7982,0.0976,-0.2864,0.1738,1.9051,0.5671,-0.5026,-0.8396,0.7153,-0.4832,-0.1338,3.2206
"PA14_00960",1.1086,0.228,-0.8689,0.3555,-0.2515,0.8018,-0.7662,1.1576,-0.8162,-1.1259,-0.3995,0.3448,0.2744,0.0734,2.1388
"PA14_00970",0.8906,0.097,-0.5653,-0.2934,0.4432,-0.7542,0.0492,1.4995,-1.1063,-1.3118,-0.4678,0.2208,-0.6057,-0.3962,2.1759
"PA14_00980",-0.3331,1.7136,-0.6031,-0.5424,-0.513,-0.4674,-0.3418,-0.1655,0.3352,0.8083,1.1694,-0.5722,-0.1835,0.5803,0.4038
"PA14_00990",-0.4254,1.6776,-1.0465,-0.6806,-0.1299,-0.265,-0.8411,0.142,0.0296,-0.4412,1.7555,-0.4101,0.4268,0.1603,1.3447
"PA14_01010",-1.0212,-0.77,0.5158,-0.0527,0.5372,0.0025,-0.5072,0.0492,-2.4396,-0.2054,-0.2428,0.635,-0.0178,-0.2089,5.1461
"PA14_01020",0.5601,-0.1688,0.1708,-0.3866,0.1513,-0.0096,0.1583,0.9654,-1.4717,-0.7323,-0.254,0.7034,-1.0277,-0.0999,4.9637
"PA14_01030",0.7032,0.0508,0.1072,-0.2645,0.2795,-0.2547,-0.1181,0.9376,-1.7656,-1.1832,-0.1523,0.8827,-1.1486,-0.1347,5.7436
"PA14_01040",-1.3278,-0.088,-0.2539,-0.5264,0.7619,0.8247,-0.074,-0.3756,-0.535,-0.0233,0.5446,-0.3742,0.0165,-0.1383,4.8829
"PA14_01060",-0.3862,-0.7672,-0.1858,-0.7672,0.4358,0.1537,0.7672,0.4766,-0.381,-0.7672,0.0995,-0.2778,0.4372,-0.515,1.9421
"PA14_01070",0.3553,0.4261,-0.1988,-1.5063,0.4194,0.533,-1.9941,0.929,-1.7702,-0.1642,0.1331,-0.8331,-0.1192,0.7688,5.4912
"PA14_01080",1.6806,0.7675,1.0718,-0.8918,0.2081,0.4191,-0.7338,1.1967,-0.3115,-0.6673,1.2587,0.352,-1.1705,0,6.7118
"PA14_01100",0.6592,-0.5018,1.074,-0.534,0.6797,0.4948,0.7835,0.8392,-0.8861,-0.7076,-0.1968,0.3836,-0.8126,-0.5167,5.828
"PA14_01110",0.5536,-0.8318,0.8298,-0.9105,0.4218,0.2155,-0.3495,1.2517,-0.2845,-0.8252,-0.5558,-0.1556,-1.1473,-0.8512,4.7818
"PA14_01120",-0.7502,-0.2827,0.2043,0.5406,-1.1827,-1.0329,1.0338,1.3946,-2.3101,-0.3777,-0.0685,-0.6677,0.2122,0.1273,1.8937
"PA14_01130",0.0313,-0.1347,-0.1346,-1.0798,0.3394,-0.6715,1.2932,0.9304,0.8802,1.1297,-0.5062,-0.2215,0.2264,-0.167,1.2985
"PA14_01140",0.5896,-1.7265,-0.0208,-0.7568,-0.1274,0.1848,-1.0776,2.9595,-3.5263,0.2373,-2.0846,1.0544,-0.6825,-0.4648,7.5734
"PA14_01150",-0.7273,-0.1643,0.1344,0.1813,-0.381,-0.5983,-1.6431,0.5993,-0.7165,-1.1523,1.9356,0.6745,-0.0502,1.0758,1.5012
"PA14_01160",-0.6126,1.9282,-0.1656,-0.9284,-0.002,-0.469,-0.4658,-0.5667,-0.2767,-0.6514,1.4138,0.3868,-0.473,0.5808,1.1345
"PA14_01170",0.4044,0.3133,0.111,-1.2032,0.6108,-0.3312,1.2032,-0.6308,-1.2032,-1.2032,-0.2769,0.3248,0.7478,0.4663,0.0403
"PA14_01180",0.2736,0.6744,-0.6368,-0.4909,-0.5967,0.0186,-0.4623,-0.622,-1.1172,-0.539,-0.3157,-0.3601,0.5708,0.2856,1.391
"PA14_01200",-0.5723,0.1268,-0.5168,0.7872,0.449,0.2219,0.4697,0,0.2512,-0.6638,-0.769,1.3501,-0.6166,-0.5983,1.8716
"PA14_01220",0.1486,-0.3866,-0.8228,0.0171,-0.337,-0.0758,-0.0254,0.44,-1.0771,-0.927,0.0504,1.5566,0.165,0.0577,2.7965
"PA14_01240",2.0755,1.375,-0.1031,-1.0526,0.2198,-0.1267,0.412,1.5923,-1.1598,-0.5661,1.748,-0.742,-0.1594,0.2928,-1.1888
"PA14_01250",0.8583,-0.1726,0.1495,-1.078,-1.2178,-0.5128,-0.4685,1.0527,-0.8518,-0.5312,0.2056,-0.9054,0.5982,0.0506,-0.8468
"PA14_01290",-2.0389,-1.1954,-1.4359,1.4416,1.4863,-1.6992,1.0051,-1.4379,0.6597,-0.1167,0.1553,-0.0666,0.2922,0.0146,0
"PA14_01300",-2.8577,-0.1404,-0.0687,0.183,-3.2345,-2.5526,1.4155,-0.5753,1.109,1,-0.8003,-0.8917,-0.7294,0.5148,-1.1651
"PA14_01320",0.0295,-0.5853,-0.4532,0.5711,-1.7187,-1.0413,-0.2465,0.6254,-0.2187,-0.2163,0.776,0.3001,-0.2604,0.3031,-0.3628
"PA14_01330",0.4172,0.3102,0.6726,-0.312,-1.4306,-0.0332,-0.8042,-0.2277,-0.9109,-0.0748,0.3843,-0.8225,0.1982,-0.0103,-1.3457
"PA14_01350",-0.6922,-0.2852,0.6744,-0.5024,0.4168,0.1159,1.3591,0.5303,0.2651,-0.2476,-0.4522,-0.1785,-1.3591,-0.0383,-0.6672
"PA14_01380",-1.3216,0.7674,0.0754,0.356,-1.0063,-0.0136,-0.9155,-0.2823,-0.0149,-0.4928,0.8976,-0.7594,0.7384,-0.4207,-0.9244
"PA14_01390",-0.4963,1.9787,-0.793,-1.9642,0.5003,-0.8145,-1.6475,0.1919,-0.6745,-0.3142,-0.0346,-0.3852,-0.186,-0.3115,-0.554
"PA14_01400",0.5096,-0.4916,0.0668,0.8941,-0.6914,1.1165,0.2061,0.0695,0.8119,-0.9514,-2.1146,1.0114,0.0216,-0.0151,0.9139
"PA14_01410",0.077,-0.7281,-0.8013,0.2327,-0.0218,-0.4602,0.2941,0.762,0.7756,0.358,-0.3168,-0.5266,-1.4094,0.5634,-0.4562
"PA14_01430",0.5308,0.1431,0.8536,0.1881,-1.5444,-0.1554,1.3142,0.1286,1.0346,0.0097,-0.7323,-0.9467,-1.661,-0.0079,-0.5753
"PA14_01440",1.014,0.4598,0.4591,0.7234,-2.891,-0.6142,0.2074,-0.2746,0.1756,0.9329,0.7404,0.6745,0.24,2.1828,-0.0014
"PA14_01460",-0.7948,0.3208,-0.6068,-0.5315,-1.1915,-0.1385,-0.3338,0.0722,2.7828,-0.1569,0.7264,0.5706,-0.5156,0.1318,-1.9771
"PA14_01470",-1.2545,0.7259,0.0389,-1.164,-0.5953,0.9366,0.5973,0.1292,0.4713,0.0458,0.5429,-0.91,-0.5252,-0.7494,0.6992
"PA14_01480",0.2363,0.4565,-1.64,-1.153,-0.0927,1.5843,-0.3815,-1.0684,1.0959,-0.1424,-0.0418,-0.0571,-0.588,-0.0247,0.2518
"PA14_01490",0.2118,0.057,0.6011,0.1557,-0.3021,-0.1248,0.2141,-0.0598,-0.4881,-0.7146,0.7548,-0.1514,-0.0402,-0.3131,-0.55
"PA14_01500",-0.6628,0.1687,0.6918,-2.2887,-0.132,-0.0224,0.6632,0.5022,1.1692,-0.9718,-0.3001,-0.5939,0.2762,-0.1584,-0.866
"PA14_01510",0.3502,0.158,0.2961,-0.7462,0.9649,-0.7438,0.7565,1.4762,1.8056,0.087,-0.7504,0.0668,-0.1693,-0.2932,0.3102
"PA14_01520",0.5638,0.1502,-1.1746,-1.7057,-0.672,-1.1791,-0.3822,-0.9049,0.4781,0.0222,-0.2686,0.0162,-1.2198,0.2952,-2.3097
"PA14_01540",-0.7153,-0.1525,0.6179,-0.084,-0.4678,0.4663,0.4604,0.076,1.1839,0.6419,-0.8832,-0.8252,0.5729,0.5012,0.772
"PA14_01550",-0.9875,-0.93,0.544,0.2487,-1.9051,1.0947,-1.5256,0.4716,-0.2808,1.5913,0.3354,-1.0947,0.296,0.9752,-0.6104
"PA14_01560",0.165,-0.4815,1.0166,-0.7945,1.7886,-0.3314,0.1034,0.9209,0.9296,-0.6122,0.902,-0.2708,0.5411,0.212,-2.2793
"PA14_01580",0.7998,-1.0387,-1.1554,0.7769,-0.2173,0.2144,0.0157,-0.2874,-0.5111,-1.25,0.5047,1.6305,0.5666,-0.1698,-0.1468
"PA14_01600",-0.6989,-1.0331,0.4899,1.3231,-0.2586,0.4887,0.1453,-0.13,-0.4439,0.1567,0.3184,0.6952,-0.1932,-0.0235,-0.5171
"PA14_01610",0.7693,-0.3798,0.7454,1.6427,-0.8622,-0.3883,0.8902,0.5257,-0.6119,0.7375,-0.0762,0.7878,-0.1149,0.3853,-0.0679
"PA14_01620",-2.5341,-0.3097,0.9423,-0.0571,0.9208,0.1404,-0.8467,0.592,-0.6888,-0.823,1.6505,0.4388,0.7222,-0.9025,-1.0917
"PA14_01640",0.5472,-1.8831,-0.701,-1.1585,-2.4553,0.4447,-0.1939,-0.1843,1.6573,0.6823,0.0982,0.3497,0.3038,0.4664,-0.8805
"PA14_01660",-0.5854,-0.8236,-1.1622,0.9036,0.8848,0.4299,0.4198,1.0122,0.1565,-0.1567,2.0145,-0.0396,-0.591,-1.1266,-0.3358
"PA14_01670",1.2784,0.2883,0.922,1.2563,0.0564,-1.4699,-0.3884,2.0268,-0.6745,0.0824,0.658,-0.6745,-0.6745,0.6745,0.1022
"PA14_01690",-0.2006,0.1117,-0.8168,-0.2074,-0.4518,-0.6574,-0.3731,0.0406,-0.4732,-0.7109,0.3902,0.3504,0.1937,0.2074,-0.738
"PA14_01710",1.4962,0.4868,-0.4072,2.953,-0.5974,-0.5609,0.2902,0.4705,-0.7548,-1.4088,-3e-04,0.9652,-1.0089,-0.1011,-0.2928
"PA14_01720",0.1872,-0.7041,0.6298,1.8993,-0.9676,0.0512,-0.1453,0.7919,2.4275,-0.1528,-0.1205,-0.5788,0.3172,-0.5864,-0.8764
"PA14_01730",-0.2034,-0.0692,-0.6326,-1.3535,0.8453,-0.6986,0.278,0.4743,-0.7255,-0.3303,0.9114,-0.4897,0.7853,-1.1277,-0.6841
"PA14_01750",-0.1028,0.115,-0.2782,-3.7397,-1.6981,0.7936,-0.8743,-2.1886,1.1174,1.6082,0.2339,-0.1986,1.1132,1.1866,0.959
"PA14_01760",-0.5481,-0.7676,1.1947,-1.3099,-0.5524,-0.3284,0.8194,0.7866,-2.6574,0.1592,0.5144,0.1294,0.4458,0.5376,0.4952
"PA14_01770",-0.1212,0.0297,-0.2636,-1.4208,-0.0591,-0.92,-0.0651,0.7774,-1.6913,-0.2842,0.5048,-0.1948,-0.5498,-0.043,0.3399
"PA14_01780",-0.2992,0.8045,-0.6709,-0.9246,-1.336,0.5073,-1.1977,0.2212,-1.1583,-0.2552,-0.0614,-2.7751,-0.2393,0.3,0.7194
"PA14_01800",-0.0318,0.687,-0.1322,0.2526,-1.4903,-0.4242,2.1728,0.9973,-1.3895,0.1976,1.2398,-0.8047,-0.548,1.3895,-0.6455
"PA14_01810",-0.5664,0.3535,-0.0299,1.0181,-1.1439,0.634,0.2643,1.0288,-0.5586,0.2078,-0.5192,-0.3586,-1.1439,1.1439,0.6096
"PA14_01830",1.6603,-0.0964,0.1551,0.2431,0.3903,-0.2552,0.4678,1.9088,-0.9384,-0.8326,-0.7916,-0.1389,0.4115,-0.3434,-0.5264
"PA14_01860",0.3446,0.2543,1.435,0.925,-1.406,-1.7403,1.3767,-0.8204,0.6725,-0.0777,-0.9638,0.6098,0,-0.6808,-1.3545
"PA14_01870",0.1562,-0.5848,-0.538,-0.7366,0.8059,-0.3377,-0.7033,1.2949,-1.5534,-0.1038,0.1928,0.6771,0.331,-0.0991,-1.093
"PA14_01890",-1.0491,-0.3757,0.5702,0.2668,0,-0.5302,-0.0767,0.8398,-0.0869,0.2667,0.6028,-1.5983,0.7156,0.8462,0.8969
"PA14_01900",0.1452,-0.3935,0.731,-0.9173,-0.5197,-0.4242,0.9173,-0.539,-0.2821,0.4898,-0.3051,0.6766,-0.339,0.3007,-0.4502
"PA14_01910",0.3241,0.1939,-0.4879,-0.939,-1.1138,0.4058,0.6496,0.0232,-0.9868,0.3056,0.241,1.074,0.362,0.9868,-1.9737
"PA14_01930",0.0818,0.003,-1.9014,-0.0979,1.3353,-0.6824,-0.4074,-0.7603,0.1977,-0.3458,-0.4751,0.6834,-0.3425,-1.6701,-1.0187
"PA14_01940",-0.1264,0.5018,-0.1553,-2.0282,-0.4256,-0.42,-0.5787,0.7375,-1.1351,-2.0953,1.4567,-0.5662,0.205,-0.9872,0.0622
"PA14_01960",0.9079,-0.397,1.2615,-0.1166,-0.2391,-0.0986,-1.1142,0.4307,-0.5397,-0.9468,0.6295,-0.2558,0.3612,-0.8906,-0.4274
"PA14_01970",1.0214,-0.2131,0.4947,-0.2793,0.4633,0.0629,-0.5374,1.1727,-2.5338,-1.7629,-0.2287,0.081,-0.366,-0.4064,0.7538
"PA14_01980",0.5649,0.1022,-0.6828,-0.681,0.2016,0.0136,0,1.5944,-0.8187,-1.7984,-1.9443,0.4917,-0.4977,-0.3088,1.0036
"PA14_01990",0.2133,-0.4737,-0.3961,-0.1608,-0.2914,0.737,0.9486,1.6051,0.4376,-0.6071,-0.8662,0.6519,-0.6545,-0.1304,0.3083
"PA14_02010",-0.1293,0.4317,-0.5216,-0.0374,-0.7478,-0.1346,-0.047,1.2435,-0.1274,-1.0661,0.7748,-0.7174,0.6133,1.0083,-0.2575
"PA14_02020",0.4861,-0.7647,0.8232,-0.9694,0.6146,-0.5218,-0.355,0.5652,-0.2976,-0.1467,-0.4202,-0.1239,0.5026,-0.6825,-1.804
"PA14_02030",-2.2263,0.6286,-0.9888,0.1664,-0.1392,0.26,-0.8028,-0.0513,0.2633,1.144,0.2007,-0.166,0.6445,0.4523,-0.3813
"PA14_02050",0.4392,-0.3853,0.331,-0.3634,0.0448,0.2378,-0.7158,1.0604,-0.1298,-0.0427,-1.1725,0.8266,-0.1567,-0.6235,0.257
"PA14_02060",0.3097,-1.2636,1.0993,-1.5779,0.8116,-0.2669,0.108,0.9775,-0.8219,0.3878,-0.7219,-0.5455,0.1021,-0.4385,-1.1652
"PA14_02070",-0.6869,0.4287,1.1765,-0.643,-0.4159,0.0818,-0.2055,-0.3267,-0.4394,0.9873,0.512,-1.3871,-1.3871,0.6774,0.553
"PA14_02090",-1.4037,-1.4359,-0.0723,1.4859,-0.3673,0.2156,0.6693,1.1542,0.287,-0.0927,-0.9668,0.5926,-0.3133,-0.1183,0.3478
